State,Year,Data.Rates.Violent.All,Data.Rates.Property.All,Data.Totals.Violent.All,Data.Totals.Property.All,Data.Population,gdp,Consumption,share_pretax_income_p90p100,nb_police_shootings,nb_unarmed,nb_gun,nb_body_camera,unemployment_rate,imm_population,refugees_total,nonimm_total,lpr_total,spending_corrections,spending_education,spending_welfare,spending_health,spending_police,wic_2015,nslp_2015,sbp_2015
New Jersey,2010,307.5,2080.1,27055,183042,8799593,491229,40042,0.4816,NA,NA,NA,NA,9.666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,695,302
New Jersey,2011,307.9,2147.4,27203,189719,8834773,494292.8,40783,0.4895,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,695,302
New Jersey,2012,290.2,2047.3,25727,181481,8864590,516098.2,41733,0.5021,NA,NA,NA,NA,9.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,695,302
New Jersey,2013,288.5,1882.8,25674,167556,8899339,534212.1,42452,0.4945000000000001,NA,NA,NA,NA,8.416666666666666,8856972,440,1010850,53080,NA,NA,NA,NA,NA,161,695,302
New Jersey,2014,261.2,1734.1,23346,154993,8938175,543824.1,43672,0.4999,NA,NA,NA,NA,6.683333333333334,8864525,360,1072630,51610,NA,NA,NA,NA,NA,161,695,302
New Jersey,2015,255.4,1626.5,22879,145701,8958013,565807.7,44520,0.4986,15,0,5,0,5.691666666666666,8867949,310,1169230,49800,NA,NA,NA,NA,NA,161,695,302
New Jersey,2016,245,1544.6,21914,138152,8944469,578651.4,45594,0.5002,12,0,7,1,4.933333333333334,8870827,540,1252330,56190,NA,NA,NA,NA,NA,161,695,302
New Jersey,2017,228.8,1555.5,20604,140086,9005644,590086.7,46727,0.5097,12,1,7,0,4.516666666666667,8885525,380,1321310,54440,2145617,38818020,18382468,2102046,3527353,161,695,302
New Jersey,2018,208.1,1404.9,18537,125156,8908520,619340.2,48405,0.4965,12,1,3,2,4.016666666666667,8886025,160,1392750,54420,2041111,39423024,18806932,2247275,3495443,161,695,302
New Mexico,1998,961.4,5757.7,16700,100011,1737000,50573.1,18056,0.3964,NA,NA,NA,NA,6.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,216,149
New Mexico,1999,834.6,5128,14520,89220,1739844,52801.9,18965,0.4077,NA,NA,NA,NA,5.583333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,216,149
New Mexico,2000,757.9,4761,13786,86605,1819046,55002.2,19971,0.3316,NA,NA,NA,NA,5.016666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,216,149
New Mexico,2001,780.4,4538.4,14288,83095,1830935,55660.2,20703,0.4764,NA,NA,NA,NA,4.966666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,216,149
New Mexico,2002,740.7,4345.3,13719,80477,1852044,57718.3,21310,0.3997,NA,NA,NA,NA,5.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,216,149
New Mexico,2003,667.3,4089.1,12535,76816,1878562,62867.9,22292,0.4029,NA,NA,NA,NA,5.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,216,149
New Mexico,2004,687.4,4198.4,13081,79895,1903006,70593.4,23533,0.4108,NA,NA,NA,NA,5.583333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,216,149
New Mexico,2005,646,4132,12448,79575,1925985,74130.9,25022,0.4311,NA,NA,NA,NA,5.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,216,149
New Mexico,2006,654.7,3888.3,12797,76000,1954599,78008.2,26344,0.447,NA,NA,NA,NA,4.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,216,149
New Mexico,2007,675.7,3815.8,13311,75168,1969915,81100.3,27502,0.4526,NA,NA,NA,NA,3.5416666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,216,149
New Mexico,2008,653.5,3815.7,12967,75718,1984356,84339.7,28471,0.4401,NA,NA,NA,NA,4.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,216,149
New Mexico,2009,632.4,3714,12709,74639,2009671,82641.3,27866,0.4351,NA,NA,NA,NA,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,216,149
New Mexico,2010,588,3425.9,12147,70776,2065913,84862.6,28465,0.4399,NA,NA,NA,NA,7.816666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,216,149
New Mexico,2011,572.7,3538.3,11904,73549,2078674,87056,29514,0.4291,NA,NA,NA,NA,7.216666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,216,149
New Mexico,2012,559.1,3600.7,11660,75094,2085538,87681,29949,0.4486,NA,NA,NA,NA,6.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,216,149
New Mexico,2013,613,3704.8,12782,77256,2085287,88773.3,30456,0.4387,NA,NA,NA,NA,6.9,2092273,290,587510,3660,NA,NA,NA,NA,NA,55,216,149
New Mexico,2014,597.4,3542.3,12459,73877,2085572,92523.4,31619,0.4489,NA,NA,NA,NA,6.558333333333334,2089568,160,307390,3360,NA,NA,NA,NA,NA,55,216,149
New Mexico,2015,656.1,3697.4,13681,77094,2085109,90779.4,32291,0.4425,20,1,16,3,6.608333333333333,2089291,210,310230,3630,NA,NA,NA,NA,NA,55,216,149
New Mexico,2016,702.5,3937.1,14619,81931,2081015,90476,32895,0.4442,21,0,18,6,6.783333333333333,2091630,340,311790,4100,NA,NA,NA,NA,NA,55,216,149
New Mexico,2017,783.5,3941.7,16359,82306,2088070,93210.1,33852,0.4621,21,4,8,5,6.116666666666667,2091784,160,599910,4000,718272,6876786,6042406,518831,706090,55,216,149
New Mexico,2018,856.6,3419.7,17949,71657,2095428,98838.2,35348,0.4658,20,2,11,0,4.933333333333334,2092741,60,750250,4300,725365,6835895,6347017,491331,717209,55,216,149
New York,1998,637.8,2950.7,115915,536287,18175000,744958.9,21592,0.5077,NA,NA,NA,NA,5.583333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,1,673
New York,1999,588.8,2690.6,107147,489596,18196601,794009.5,22961,0.5233,NA,NA,NA,NA,5.183333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,1,673
New York,2000,553.9,2545.7,105111,483078,18976457,839853,24536,0.5234,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,1,673
New York,2001,513.6,2399.9,98022,458003,19084350,876285.2,25420,0.5463,NA,NA,NA,NA,4.866666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,1,673
New York,2002,496.6,2310.5,95030,442091,19134293,885386.2,26282,0.5075000000000001,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,1,673
New York,2003,465.8,2249,89486,432079,19212425,908535.2,27657,0.5282,NA,NA,NA,NA,6.416666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,1,673
New York,2004,440.4,2192.5,84914,422734,19280727,958565.3,29350,0.5607,NA,NA,NA,NA,5.808333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,1,673
New York,2005,444,2102,85839,405990,19315721,1009851,31331,0.5763,NA,NA,NA,NA,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,1,673
New York,2006,435.2,2064.5,84016,398577,19306183,1072271.8,33138,0.5944,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,1,673
New York,2007,414.4,1987.9,79962,383624,19297729,1116265.3,34774,0.6198,NA,NA,NA,NA,4.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,1,673
New York,2008,397.9,1993.8,77546,388599,19490297,1107860.2,35849,0.5833,NA,NA,NA,NA,5.391666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,1,673
New York,2009,384.4,1932,75110,377537,19541453,1155492.3,35509,0.5573,NA,NA,NA,NA,8.383333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,1,673
New York,2010,394.4,1957.8,76492,379710,19395206,1217748,36723,0.5794,NA,NA,NA,NA,8.733333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,1,673
New York,2011,397.2,1906.7,77463,371837,19501616,1245769.4,38011,0.5792,NA,NA,NA,NA,8.358333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,1,673
New York,2012,406.8,1922,79610,376140,19570261,1324471.3,38845,0.5964,NA,NA,NA,NA,8.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,1,673
New York,2013,393.7,1824.8,77372,358598,19651127,1364632.9,39976,0.5940000000000001,NA,NA,NA,NA,7.816666666666666,19624447,3970,6805730,133600,NA,NA,NA,NA,NA,471,1,673
New York,2014,381.8,1718.2,75398,339282,19746227,1434606.3,41738,0.6101,NA,NA,NA,NA,6.291666666666667,19651049,4080,7419710,141410,NA,NA,NA,NA,NA,471,1,673
New York,2015,379.7,1604,75165,317529,19795791,1498474.7,42753,0.5975,19,3,12,0,5.216666666666667,19654666,4050,7773970,130010,NA,NA,NA,NA,NA,471,1,673
New York,2016,376.2,1545.6,74285,305181,19745289,1556830,44002,0.5682,17,0,10,0,4.875,19633428,5030,8163490,159880,NA,NA,NA,NA,NA,471,1,673
New York,2017,356.7,1514.2,70799,300555,19849399,1624800.7,45818,0.5886,16,0,8,2,4.641666666666667,19589572,3100,8486220,139410,6523051,85160649,70299560,7202123,10381172,471,1,673
New York,2018,350.5,1440.5,68495,281507,19542209,1710665.6,47932,0.5710000000000001,16,0,4,5,4.1,19530351,1280,8807980,134840,6224562,88185432,76217805,7239784,10702712,471,1,673
North Carolina,1998,579.4,4742.8,43723,357892,7546000,246721.8,19976,0.4073,NA,NA,NA,NA,3.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,903,455
North Carolina,1999,542.1,4633.5,41474,354497,7650789,264924.3,21184,0.4097,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,903,455
North Carolina,2000,497.6,4421.8,40051,355921,8049313,277556.1,22462,0.4206,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,903,455
North Carolina,2001,493.1,4433,40465,363777,8206105,287317.1,22948,0.4108,NA,NA,NA,NA,5.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,903,455
North Carolina,2002,471,4258.6,39118,353708,8305820,297653,23299,0.4182,NA,NA,NA,NA,6.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,903,455
North Carolina,2003,454.1,4270.9,38243,359660,8421190,310200.3,24167,0.4245,NA,NA,NA,NA,6.258333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,903,455
North Carolina,2004,447.8,4160.5,38244,355328,8540468,329017.7,25399,0.4236,NA,NA,NA,NA,5.466666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,903,455
North Carolina,2005,469,4080,40650,353855,8672459,354798.5,26822,0.4335,NA,NA,NA,NA,5.216666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,903,455
North Carolina,2006,475.2,4116.2,42088,364549,8856505,388012.1,27851,0.4442,NA,NA,NA,NA,4.733333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,903,455
North Carolina,2007,466.1,4082.2,42231,369893,9061032,402188.3,28953,0.4352,NA,NA,NA,NA,4.716666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,903,455
North Carolina,2008,467.6,4041.9,43125,372763,9222414,420707.2,29283,0.4087,NA,NA,NA,NA,5.933333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,903,455
North Carolina,2009,404.5,3663.9,37946,343707,9380884,413096.8,28469,0.4108,NA,NA,NA,NA,10.791666666666668,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,903,455
North Carolina,2010,362.7,3443.5,34679,329202,9560234,422282.2,29346,0.43,NA,NA,NA,NA,10.799999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,903,455
North Carolina,2011,346.3,3500.2,33421,337806,9651103,430040.1,30360,0.4463,NA,NA,NA,NA,10.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,903,455
North Carolina,2012,353.4,3369.5,34464,328594,9752073,444063.2,31233,0.4499,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,903,455
North Carolina,2013,342.2,3128,33700,308049,9848060,460946.4,32006,0.4487,NA,NA,NA,NA,7.7749999999999995,9843336,2380,314490,16800,NA,NA,NA,NA,NA,248,903,455
North Carolina,2014,329.5,2873.1,32767,285697,9943964,482295.7,33155,0.464,NA,NA,NA,NA,6.116666666666666,9932887,2440,354080,17150,NA,NA,NA,NA,NA,248,903,455
North Carolina,2015,347,2750.1,34852,276183,10042802,508672.4,34166,0.4755,23,0,15,1,5.658333333333333,10031646,2480,402300,18500,NA,NA,NA,NA,NA,248,903,455
North Carolina,2016,372.2,2737.5,37769,277765,10146788,528284.3,35040,0.4795,32,2,24,7,5.1,10154788,3340,439720,20810,NA,NA,NA,NA,NA,248,903,455
North Carolina,2017,363.7,2545.3,37364,261486,10273419,546810.1,36382,0.4797,22,0,19,3,4.55,10268233,1920,478600,21180,1953641,27117952,15016435,3946436,3162344,248,903,455
North Carolina,2018,377.6,2494.1,39210,258979,10383620,568037.3,37776,0.5006,25,0,17,6,4.008333333333333,10381615,930,500390,20840,2039812,28073996,15309212,4097849,3272056,248,903,455
North Dakota,1998,89.3,2591.7,570,16535,638000,16842.7,19162,0.3509,NA,NA,NA,NA,2.966666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,90,24
North Dakota,1999,66.9,2327.4,424,14748,633666,17083.7,20177,0.351,NA,NA,NA,NA,3.1500000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,90,24
North Dakota,2000,81.4,2206.6,523,14171,642200,18115.1,21446,0.3489,NA,NA,NA,NA,2.908333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,90,24
North Dakota,2001,79.3,2330.4,505,14834,636550,18976.9,22705,0.3524,NA,NA,NA,NA,2.816666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,90,24
North Dakota,2002,78.2,2328.7,496,14762,633911,20195.6,23806,0.363,NA,NA,NA,NA,3.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,90,24
North Dakota,2003,80.2,2109.9,508,13364,633400,22129.9,25103,0.3445,NA,NA,NA,NA,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,90,24
North Dakota,2004,87.7,1963.4,558,12493,636308,23209.6,26461,0.3654,NA,NA,NA,NA,3.3583333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,90,24
North Dakota,2005,111,2025,706,12848,634605,24572,28053,0.3623,NA,NA,NA,NA,3.3249999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,90,24
North Dakota,2006,197.4,2100.9,1255,13359,635867,26406.5,29670,0.3966,NA,NA,NA,NA,3.1166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,90,24
North Dakota,2007,209.9,2000.3,1343,12796,639715,29044.6,31270,0.386,NA,NA,NA,NA,3.0416666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,90,24
North Dakota,2008,224.6,2031.1,1441,13029,641481,32027.7,32599,0.409,NA,NA,NA,NA,3.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,90,24
North Dakota,2009,266.4,1980.8,1723,12813,646844,32310.4,33073,0.3834,NA,NA,NA,NA,3.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,90,24
North Dakota,2010,229.5,1780.2,1548,12010,674629,35651.8,34381,0.3939,NA,NA,NA,NA,3.658333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,90,24
North Dakota,2011,248.1,1947.3,1699,13334,684740,41602.1,37295,0.4109,NA,NA,NA,NA,3.341666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,90,24
North Dakota,2012,244.7,2010.1,1712,14063,699628,52079.1,40344,0.4431,NA,NA,NA,NA,2.9416666666666664,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,90,24
North Dakota,2013,270.1,2094,1954,15148,723393,54877,41839,0.4119,NA,NA,NA,NA,2.8916666666666666,722036,460,48040,1230,NA,NA,NA,NA,NA,12,90,24
North Dakota,2014,265.1,2110.3,1960,15605,739482,61108.3,43293,0.4269,NA,NA,NA,NA,2.666666666666667,737401,580,43010,1350,NA,NA,NA,NA,NA,12,90,24
North Dakota,2015,239.4,2116.5,1812,16020,756927,56952.2,43351,0.3865,1,0,1,0,2.775,754066,500,37410,1600,NA,NA,NA,NA,NA,12,90,24
North Dakota,2016,251.1,2295.9,1903,17402,757952,52666.3,43092,0.4014,1,1,0,0,3.0166666666666666,754434,540,34450,1600,NA,NA,NA,NA,NA,12,90,24
North Dakota,2017,281.3,2197.8,2125,16602,755393,56530.2,43075,0.3827,3,0,1,0,2.6,754942,420,36680,1470,228614,2976887,1532882,229083,243653,12,90,24
North Dakota,2018,280.6,2040.2,2133,15507,760077,60377.1,44506,0.3908,4,1,2,1,2.3916666666666666,758080,160,40700,1670,180545,2907802,1547237,196452,227496,12,90,24
Ohio,1998,362.5,3965,40628,444438,11209000,361479.3,20378,0.4005,NA,NA,NA,NA,4.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,1,441
Ohio,1999,316.4,3680.2,35616,414264,11256654,375797.2,21532,0.3974,NA,NA,NA,NA,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,1,441
Ohio,2000,334.1,3707.7,37935,420939,11353140,391032.3,22914,0.392,NA,NA,NA,NA,4.066666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,1,441
Ohio,2001,351.4,3820.2,40023,435115,11389785,395864.2,23795,0.3877,NA,NA,NA,NA,4.433333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,1,441
Ohio,2002,351.7,3760.1,40128,428976,11408699,411191.1,24551,0.3988,NA,NA,NA,NA,5.816666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,1,441
Ohio,2003,333.9,3650.1,38185,417483,11437680,425530.7,25607,0.394,NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,1,441
Ohio,2004,338.7,3662.3,38787,419337,11450143,447813.3,26680,0.4049,NA,NA,NA,NA,6.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,1,441
Ohio,2005,350,3668,40162,420705,11470685,470179.5,27894,0.4099,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,1,441
Ohio,2006,361.5,3688.2,41491,423334,11478006,482904,28793,0.4223,NA,NA,NA,NA,5.433333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,1,441
Ohio,2007,355.4,3468.1,40759,397681,11466917,497600.1,29841,0.4231,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,1,441
Ohio,2008,352,3410,40436,391667,11485910,500916.4,30314,0.4164,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,1,441
Ohio,2009,331.9,3261.3,38305,376446,11542645,484407.1,29795,0.4134,NA,NA,NA,NA,10.216666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,1,441
Ohio,2010,314.7,3266.1,36306,376836,11537968,500274.2,30782,0.4274,NA,NA,NA,NA,9.991666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,1,441
Ohio,2011,305.2,3297.6,35218,380572,11541007,525456.4,31960,0.4331,NA,NA,NA,NA,8.758333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,1,441
Ohio,2012,299.7,3117.4,34595,359883,11544225,543035.4,32987,0.446,NA,NA,NA,NA,7.391666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,1,441
Ohio,2013,286.2,2927.5,33121,338731,11570808,566419.9,33965,0.4232,NA,NA,NA,NA,7.383333333333334,11576684,2790,317310,13820,NA,NA,NA,NA,NA,244,1,441
Ohio,2014,284.9,2799.1,33030,324528,11594163,597152.3,34938,0.4362,NA,NA,NA,NA,5.816666666666666,11602700,2820,333690,14640,NA,NA,NA,NA,NA,244,1,441
Ohio,2015,291.9,2587.7,33898,300525,11613423,615275.5,35897,0.4322,29,5,19,2,4.958333333333333,11617527,2990,365960,16050,NA,NA,NA,NA,NA,244,1,441
Ohio,2016,300.3,2577.5,34877,299357,11614373,627294.7,36833,0.4355,26,1,10,0,5.058333333333334,11634370,4190,385660,17250,NA,NA,NA,NA,NA,244,1,441
Ohio,2017,297.5,2419.1,34683,282034,11658609,652187.5,38163,0.436,34,3,19,5,4.933333333333334,11659650,2870,407120,16890,2078411,35724496,28696921,3637630,3842601,244,1,441
Ohio,2018,279.9,2177.1,32723,254496,11689442,672540.1,39379,0.4441,31,3,20,3,4.475,11676341,1410,426850,18810,2203933,36540900,29183979,3241445,3821803,244,1,441
Oklahoma,1998,539.4,4464.5,18053,149426,3347000,81778.6,17491,0.4005,NA,NA,NA,NA,4.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,440,225
Oklahoma,1999,508.2,4175.6,17066,140220,3358044,84785.6,18383,0.4036,NA,NA,NA,NA,3.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,440,225
Oklahoma,2000,497.8,4060.8,17177,140125,3450654,91645.7,19516,0.403,NA,NA,NA,NA,2.9916666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,440,225
Oklahoma,2001,510.9,4083.5,17726,141679,3469577,97505.3,20335,0.4012,NA,NA,NA,NA,3.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,440,225
Oklahoma,2002,504,4244.7,17587,148128,3489700,99916.9,20796,0.3954,NA,NA,NA,NA,4.616666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,440,225
Oklahoma,2003,506.4,4312.3,17758,151208,3506469,106175.1,21807,0.3993,NA,NA,NA,NA,5.383333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,440,225
Oklahoma,2004,500.5,4242.1,17635,149472,3523546,114237.5,22845,0.41,NA,NA,NA,NA,4.708333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,440,225
Oklahoma,2005,509,4047,18044,143406,3543442,125961.4,24387,0.4097,NA,NA,NA,NA,4.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,440,225
Oklahoma,2006,500.2,3624.5,17905,129728,3579212,138352.3,25666,0.4254,NA,NA,NA,NA,3.908333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,440,225
Oklahoma,2007,504.1,3558.3,18234,128714,3617316,146582.4,26843,0.4422,NA,NA,NA,NA,3.958333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,440,225
Oklahoma,2008,531.5,3474,19359,126535,3642361,161609,27817,0.4233,NA,NA,NA,NA,3.6083333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,440,225
Oklahoma,2009,503.4,3589.6,18560,132350,3687050,147332.4,27008,0.417,NA,NA,NA,NA,6.516666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,440,225
Oklahoma,2010,481.4,3443,18100,129464,3760184,155267.5,27938,0.4141,NA,NA,NA,NA,6.441666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,440,225
Oklahoma,2011,457.5,3372.4,17311,127618,3784163,167207.9,29180,0.4324,NA,NA,NA,NA,5.566666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,440,225
Oklahoma,2012,469.3,3401,17902,129743,3814820,175361.2,29899,0.4599,NA,NA,NA,NA,5.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,440,225
Oklahoma,2013,441.2,3273.7,16989,126057,3850568,184104.6,30562,0.414,NA,NA,NA,NA,5.116666666666666,3853214,300,126350,4650,NA,NA,NA,NA,NA,112,440,225
Oklahoma,2014,406,2990.7,15744,115982,3878051,197074.1,31581,0.4122,NA,NA,NA,NA,4.341666666666667,3878187,390,114790,4440,NA,NA,NA,NA,NA,112,440,225
Oklahoma,2015,422,2885.9,16506,112878,3911338,187364.7,31789,0.4203,32,4,20,3,4.283333333333333,3909500,480,119420,4880,NA,NA,NA,NA,NA,112,440,225
Oklahoma,2016,449.8,2982.9,17648,117037,3923561,182238.8,32268,0.4331,26,3,14,5,4.65,3926331,530,118890,5960,NA,NA,NA,NA,NA,112,440,225
Oklahoma,2017,456.2,2876.4,17934,113066,3930864,192538.6,33225,0.4321,26,1,15,5,4.033333333333333,3931316,260,146370,5540,776718,10474005,6777004,1134812,1008654,112,440,225
Oklahoma,2018,466.1,2875,18380,113364,3943079,204193.9,34622,0.4269,33,4,16,3,3.291666666666667,3940235,90,167100,5940,767349,10492568,6790083,1094127,1026589,112,440,225
Oregon,1998,419.8,5226.8,13778,171545,3282000,105016.4,21132,0.4152,NA,NA,NA,NA,5.641666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,294,142
Oregon,1999,374.9,4626.9,12432,153434,3316154,107513.2,22310,0.4285,NA,NA,NA,NA,5.483333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,294,142
Oregon,2000,350.7,4494.7,12000,153780,3421399,117057.2,23612,0.444,NA,NA,NA,NA,5.183333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,294,142
Oregon,2001,306.6,4736.6,10650,164524,3473441,117002.4,24217,0.4089,NA,NA,NA,NA,6.358333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,294,142
Oregon,2002,292.5,4577.5,10298,161145,3520355,120556.1,24853,0.4111,NA,NA,NA,NA,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,294,142
Oregon,2003,294.8,4765.6,10506,169863,3564330,126822.1,25816,0.4168,NA,NA,NA,NA,8.016666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,294,142
Oregon,2004,298.6,4635.4,10724,166475,3591363,136495.9,27456,0.4324,NA,NA,NA,NA,7.316666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,294,142
Oregon,2005,287,4402,10444,160199,3638871,143556.3,28979,0.4416,NA,NA,NA,NA,6.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,294,142
Oregon,2006,284.6,3725.1,10534,137858,3700758,153779.6,30430,0.4522,NA,NA,NA,NA,5.391666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,294,142
Oregon,2007,293.9,3543,11015,132773,3747455,159676.2,31593,0.4633,NA,NA,NA,NA,5.158333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,294,142
Oregon,2008,261.4,3302.6,9909,125169,3790060,164122.9,31897,0.4333,NA,NA,NA,NA,6.308333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,294,142
Oregon,2009,260.6,3000.3,9968,114780,3825657,159330.4,30958,0.4345,NA,NA,NA,NA,10.633333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,294,142
Oregon,2010,251.4,3039.3,9648,116657,3838332,163150.5,31718,0.4536,NA,NA,NA,NA,10.558333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,294,142
Oregon,2011,249.3,3150.5,9643,121869,3868229,169693.8,32654,0.457,NA,NA,NA,NA,9.458333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,294,142
Oregon,2012,247.6,3224.2,9653,125723,3899353,173856.8,33247,0.4627,NA,NA,NA,NA,8.708333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,294,142
Oregon,2013,254,3173.9,9984,124737,3930065,178975.4,34050,0.4608,NA,NA,NA,NA,7.75,3922468,880,205810,7170,NA,NA,NA,NA,NA,98,294,142
