State,Year,Data.Rates.Violent.All,Data.Rates.Property.All,Data.Totals.Violent.All,Data.Totals.Property.All,Data.Population,gdp,Consumption,share_pretax_income_p90p100,nb_police_shootings,nb_unarmed,nb_gun,nb_body_camera,unemployment_rate,imm_population,refugees_total,nonimm_total,lpr_total,spending_corrections,spending_education,spending_welfare,spending_health,spending_police,wic_2015,nslp_2015,sbp_2015
Kansas,2002,377.2,3716,10229,100768,2711769,91359,24075,0.3986,NA,NA,NA,NA,5.091666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,345,115
Kansas,2003,397.5,4010.4,10831,109276,2724786,95236.3,25168,0.398,NA,NA,NA,NA,5.583333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,345,115
Kansas,2004,377.9,4015.5,10330,109771,2733697,98913.7,26534,0.4105,NA,NA,NA,NA,5.491666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,345,115
Kansas,2005,389,3806,10701,104588,2748172,105343.9,27885,0.4189,NA,NA,NA,NA,5.083333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,345,115
Kansas,2006,432.7,3772,11960,104260,2764075,113831.8,29408,0.4264,NA,NA,NA,NA,4.416666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,345,115
Kansas,2007,458.6,3709,12730,102961,2775997,123608.9,30830,0.4262,NA,NA,NA,NA,4.258333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,345,115
Kansas,2008,412.3,3386.1,11554,94882,2802134,129223.2,31579,0.4034,NA,NA,NA,NA,4.583333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,345,115
Kansas,2009,406.6,3225.9,11460,90930,2818747,126049.7,30648,0.3978,NA,NA,NA,NA,7.041666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,345,115
Kansas,2010,370.8,3116.6,10602,89109,2859143,129235.7,31143,0.4203,NA,NA,NA,NA,6.941666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,345,115
Kansas,2011,355.7,3088.6,10209,88655,2870386,136747.1,32249,0.4156,NA,NA,NA,NA,6.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,345,115
Kansas,2012,354.6,3143.2,10232,90710,2885905,141812.1,32798,0.4223,NA,NA,NA,NA,5.683333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,345,115
Kansas,2013,339.9,2946.8,9838,85280,2893957,144999.3,33224,0.4011,NA,NA,NA,NA,5.316666666666666,2893212,470,103290,5000,NA,NA,NA,NA,NA,62,345,115
Kansas,2014,348.6,2735.2,10123,79431,2904021,150276.1,34094,0.4171,NA,NA,NA,NA,4.525,2900475,490,94330,4860,NA,NA,NA,NA,NA,62,345,115
Kansas,2015,389.9,2720.1,11353,79199,2911641,155699,34839,0.412,9,1,6,0,4.175,2909011,740,99240,5420,NA,NA,NA,NA,NA,62,345,115
Kansas,2016,380.4,2695.5,11060,78367,2907289,162144.5,35643,0.4158,10,2,5,2,4.05,2910844,910,102920,5710,NA,NA,NA,NA,NA,62,345,115
Kansas,2017,413,2800.9,12030,81593,2913123,166273.6,36709,0.4179,12,1,7,2,3.6416666666666666,2908718,580,122460,5700,542320,9819797,4341975,676495,864062,62,345,115
Kansas,2018,439,2633.9,12782,76686,2911505,173373,37966,0.4241,7,0,5,0,3.308333333333333,2911359,380,135000,5630,564188,9968135,4445233,715006,850482,62,345,115
Kentucky,1998,328,2787.6,12909,109721,3936000,110020.1,18386,0.4205,NA,NA,NA,NA,4.516666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,525,283
Kentucky,1999,308.3,2645.1,12212,104768,3960825,115592.7,19432,0.4156,NA,NA,NA,NA,4.508333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,525,283
Kentucky,2000,294.5,2665.2,11903,107723,4041769,114549.6,20645,0.4034,NA,NA,NA,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,525,283
Kentucky,2001,258.3,2638.5,10510,107356,4068816,117767.9,21277,0.4031,NA,NA,NA,NA,5.158333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,525,283
Kentucky,2002,271.4,2655.1,11101,108590,4089822,122731.2,21975,0.4065,NA,NA,NA,NA,5.783333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,525,283
Kentucky,2003,248.5,2510.1,10232,103370,4118189,128289.6,22889,0.4171,NA,NA,NA,NA,6.183333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,525,283
Kentucky,2004,245.1,2540.2,10152,105209,4141835,135694.5,24086,0.4159,NA,NA,NA,NA,5.516666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,525,283
Kentucky,2005,267,2531,11134,105608,4172608,144914.9,25299,0.4229,NA,NA,NA,NA,5.841666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,525,283
Kentucky,2006,270.1,2601.7,11361,109428,4206074,153009.8,26382,0.4333,NA,NA,NA,NA,5.733333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,525,283
Kentucky,2007,290.7,2546,12329,107987,4241474,156900,27048,0.4362,NA,NA,NA,NA,5.366666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,525,283
Kentucky,2008,297.2,2681.8,12690,114492,4269245,160700.2,27754,0.4361,NA,NA,NA,NA,6.541666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,525,283
Kentucky,2009,255,2524.6,11000,108914,4314113,157440.1,27576,0.4337,NA,NA,NA,NA,10.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,525,283
Kentucky,2010,243.9,2557.3,10604,111170,4347223,166656.3,28392,0.444,NA,NA,NA,NA,10.283333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,525,283
Kentucky,2011,239.6,2725.9,10465,119037,4366814,171238.1,29278,0.4375,NA,NA,NA,NA,9.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,525,283
Kentucky,2012,222.6,2552.9,9752,111826,4380415,178370.6,29858,0.4415,NA,NA,NA,NA,8.191666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,525,283
Kentucky,2013,209.8,2362.9,9222,103857,4395295,184920.6,30452,0.4352,NA,NA,NA,NA,7.916666666666667,4404659,1600,93190,5160,NA,NA,NA,NA,NA,116,525,283
Kentucky,2014,211.6,2246.9,9340,99166,4413457,188326.4,31278,0.4513,NA,NA,NA,NA,6.441666666666666,4414349,1850,92940,5630,NA,NA,NA,NA,NA,116,525,283
Kentucky,2015,218.7,2177.6,9676,96362,4425092,194621.2,32338,0.4542,16,0,10,1,5.25,4425976,1990,103920,5650,NA,NA,NA,NA,NA,116,525,283
Kentucky,2016,232.3,2189.7,10308,97158,4436974,197944.8,33300,0.4639,18,2,11,1,5.075,4438182,2410,114160,7100,NA,NA,NA,NA,NA,116,525,283
Kentucky,2017,225.8,2129.1,10056,94833,4454189,203564,34455,0.455,17,1,9,3,4.75,4452268,1620,125010,7540,883652,12861843,11360751,940620,762165,116,525,283
Kentucky,2018,211.9,1962.6,9467,87695,4468402,210509.1,35940,0.475,20,0,13,3,4.2,4461153,900,135960,8730,900191,12922263,11829586,825403,773054,116,525,283
Louisiana,1998,779.5,5318.8,34057,232378,4369000,120228.8,17735,0.431,NA,NA,NA,NA,5.516666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,548,267
Louisiana,1999,732.7,5014.1,32033,219219,4372035,125667.3,18555,0.4192,NA,NA,NA,NA,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,548,267
Louisiana,2000,681.1,4741.7,30440,211904,4468976,132375.8,19489,0.4126,NA,NA,NA,NA,5.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,548,267
Louisiana,2001,686.3,4646,30678,207693,4470368,138204.3,20261,0.408,NA,NA,NA,NA,5.591666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,548,267
Louisiana,2002,663.3,4442.1,29690,198838,4476192,140082.8,20937,0.4033,NA,NA,NA,NA,5.966666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,548,267
Louisiana,2003,636.9,4310.5,28622,193698,4493665,155198.7,22027,0.4025,NA,NA,NA,NA,6.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,548,267
Louisiana,2004,640,4419.1,28844,199153,4506685,170999.6,23127,0.4021,NA,NA,NA,NA,5.683333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,548,267
Louisiana,2005,597,3696,26889,166611,4507331,199314.2,24059,0.43120000000000003,NA,NA,NA,NA,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,548,267
Louisiana,2006,721.2,4080.8,30923,174975,4287768,207249.8,27026,0.479,NA,NA,NA,NA,4.141666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,548,267
Louisiana,2007,740.4,4204.7,31789,180516,4293204,203771.3,28207,0.3918,NA,NA,NA,NA,4.083333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,548,267
Louisiana,2008,671.4,3880.9,29613,171179,4410796,213803.5,29037,0.5001,NA,NA,NA,NA,4.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,548,267
Louisiana,2009,642.9,3842.7,28878,172619,4492076,206111.5,28740,0.4289,NA,NA,NA,NA,6.708333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,548,267
Louisiana,2010,555.3,3644.8,25241,165667,4545343,226555.6,29578,0.4259,NA,NA,NA,NA,7.433333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,548,267
Louisiana,2011,554.6,3683.9,25373,168529,4574766,230518.7,30548,0.4167,NA,NA,NA,NA,7.341666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,548,267
Louisiana,2012,496.9,3540.6,22868,162936,4601893,235960.9,31288,0.4705,NA,NA,NA,NA,6.716666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,548,267
Louisiana,2013,518.5,3582,23984,165686,4625470,231652.7,32050,0.457,NA,NA,NA,NA,6.375,4624527,220,252350,4360,NA,NA,NA,NA,NA,128,548,267
Louisiana,2014,514.7,3458.8,23934,160824,4649676,240965,32991,0.4572,NA,NA,NA,NA,6.241666666666666,4644013,210,310840,4380,NA,NA,NA,NA,NA,128,548,267
Louisiana,2015,539.7,3353.4,25208,156629,4670724,234324.2,33707,0.4405,27,2,15,4,6.266666666666667,4664628,140,337810,4700,NA,NA,NA,NA,NA,128,548,267
Louisiana,2016,566.1,3297.7,26502,154386,4681666,227440.3,34426,0.4702,19,1,11,3,6.041666666666666,4678135,170,350060,5780,NA,NA,NA,NA,NA,128,548,267
Louisiana,2017,557,3366.8,26092,157712,4684333,239830.7,35578,0.4594,19,3,13,2,5.125,4670560,80,370860,4690,1044787,12350810,11309018,703070,1634412,128,548,267
Louisiana,2018,537.5,3276,25049,152661,4659978,256444.4,36862,0.4575,15,3,7,1,4.825,4659690,20,414140,4890,891249,12201711,12241618,777460,1556412,128,548,267
Maine,1998,125.9,2914.9,1566,36261,1244000,32412.8,21314,0.3993,NA,NA,NA,NA,4.458333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,100,93
Maine,1999,112,2762.7,1404,34618,1253040,34714.7,22730,0.4061,NA,NA,NA,NA,3.9583333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,100,93
Maine,2000,109.6,2510.2,1397,32003,1274923,37222,24190,0.4159,NA,NA,NA,NA,3.3083333333333336,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,100,93
Maine,2001,111.7,2581.1,1435,33154,1284470,38925.7,25390,0.3851,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,100,93
Maine,2002,107.8,2547.3,1396,32985,1294894,40664.1,26648,0.3916,NA,NA,NA,NA,4.433333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,100,93
Maine,2003,108.6,2450.2,1422,32078,1309205,42493.4,27957,0.3833,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,100,93
Maine,2004,103.7,2413.7,1364,31740,1314985,45233.1,29456,0.395,NA,NA,NA,NA,4.666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,100,93
Maine,2005,112,2419,1483,31889,1318220,47028.1,30997,0.4085,NA,NA,NA,NA,4.883333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,100,93
Maine,2006,116,2546.8,1533,33658,1321574,48889.3,32245,0.4134,NA,NA,NA,NA,4.708333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,100,93
Maine,2007,118.8,2448.3,1565,32249,1317207,50291.3,33294,0.4114,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,100,93
Maine,2008,119.4,2463.7,1572,32433,1316456,51001.9,34194,0.402,NA,NA,NA,NA,5.408333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,100,93
Maine,2009,119.9,2405.1,1580,31706,1318301,51451.2,34300,0.3967,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,100,93
Maine,2010,122.1,2478.6,1621,32900,1327379,52802.5,35592,0.4007,NA,NA,NA,NA,8.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,100,93
Maine,2011,123.3,2546.3,1638,33829,1328544,53104.5,36888,0.407,NA,NA,NA,NA,7.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,100,93
Maine,2012,122.7,2509.9,1631,33361,1329192,54018.5,37028,0.4247,NA,NA,NA,NA,7.208333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,100,93
Maine,2013,129.3,2292.2,1718,30447,1328302,54924.8,37867,0.4146,NA,NA,NA,NA,6.683333333333334,1328009,350,106410,1210,NA,NA,NA,NA,NA,21,100,93
Maine,2014,127.8,1986.4,1700,26421,1330089,56537.4,38454,0.4275,NA,NA,NA,NA,5.575,1330513,390,81690,1380,NA,NA,NA,NA,NA,21,100,93
Maine,2015,130.1,1830,1729,24327,1329328,58755.8,39641,0.4254,2,0,2,0,4.391666666666667,1328262,430,86150,1460,NA,NA,NA,NA,NA,21,100,93
Maine,2016,123.8,1645.7,1648,21912,1331479,61092.2,41396,0.4415,2,0,1,0,3.7916666666666665,1331317,610,85070,1750,NA,NA,NA,NA,NA,21,100,93
Maine,2017,121,1507.1,1617,20133,1335907,63000.6,43241,0.4383,9,1,5,0,3.375,1334612,290,94720,1590,247092,3561593,3200025,279752,306674,21,100,93
Maine,2018,112.1,1357.8,1501,18173,1338404,66216,45250,0.438,3,0,1,0,3.175,1339057,60,103670,1750,236886,3685952,3365984,273256,311589,21,100,93
Maryland,1998,796.6,4569.1,40903,234624,5135000,169360.1,23220,0.4194,NA,NA,NA,NA,4.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,434,264
Maryland,1999,743.4,4176.1,38447,215973,5171634,179779.6,24526,0.4208,NA,NA,NA,NA,3.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,434,264
Maryland,2000,786.6,4029.5,41663,213422,5296486,191430.2,26332,0.429,NA,NA,NA,NA,3.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,434,264
Maryland,2001,781.4,4075.5,42088,219512,5386079,205276,27462,0.4033,NA,NA,NA,NA,4.141666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,434,264
Maryland,2002,770.8,3983.2,42015,217105,5450525,217001.4,28323,0.3934,NA,NA,NA,NA,4.483333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,434,264
Maryland,2003,703.5,3799.1,38778,209418,5512310,226803.4,29591,0.4027,NA,NA,NA,NA,4.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,434,264
Maryland,2004,700.6,3640.7,38961,202474,5561332,243449.8,31273,0.4151,NA,NA,NA,NA,4.308333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,434,264
Maryland,2005,704,3551,39369,198483,5589599,261795.3,33194,0.4238,NA,NA,NA,NA,4.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,434,264
Maryland,2006,678.6,3481,38111,195484,5615727,273791,34982,0.4334,NA,NA,NA,NA,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,434,264
Maryland,2007,641.9,3431.5,36063,192796,5618344,282618.2,36354,0.4356,NA,NA,NA,NA,3.4416666666666664,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,434,264
Maryland,2008,628.2,3517.6,35393,198165,5633597,292908.3,37207,0.4062,NA,NA,NA,NA,4.316666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,434,264
Maryland,2009,590,3198.5,33625,182295,5699478,298282.8,36548,0.3976,NA,NA,NA,NA,7.133333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,434,264
Maryland,2010,546.3,2995.5,31607,173309,5785681,313930.5,37405,0.4034,NA,NA,NA,NA,7.766666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,434,264
Maryland,2011,493.5,2857.2,28817,166846,5839572,324920.9,38451,0.4077,NA,NA,NA,NA,7.283333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,434,264
Maryland,2012,476.8,2753.5,28055,162031,5884563,331869,39062,0.4187,NA,NA,NA,NA,6.866666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,434,264
Maryland,2013,473.8,2663.5,28089,157913,5928814,339895.8,39608,0.4184,NA,NA,NA,NA,6.566666666666666,5923188,1240,349170,25360,NA,NA,NA,NA,NA,142,434,264
Maryland,2014,446.1,2507.5,26661,149859,5976407,351743.1,40550,0.426,NA,NA,NA,NA,5.733333333333333,5957283,1230,368820,24790,NA,NA,NA,NA,NA,142,434,264
Maryland,2015,457.2,2315,27462,139048,6006401,367314.1,41317,0.4219,15,3,3,0,5.033333333333333,5985562,1510,408340,22630,NA,NA,NA,NA,NA,142,434,264
Maryland,2016,472,2284.5,28400,137445,6016447,386496.4,42119,0.4219,15,1,10,2,4.25,6003323,1650,440430,26080,NA,NA,NA,NA,NA,142,434,264
Maryland,2017,500.2,2222.3,30273,134496,6052177,399714.5,43142,0.4286,9,1,4,7,4.066666666666666,6023868,1070,459170,25100,1935542,20822628,13201818,1810962,2651887,142,434,264
Maryland,2018,468.7,2033.3,28320,122864,6042718,410771.8,44609,0.4315,12,1,9,3,3.8083333333333336,6035802,470,462030,24300,1890759,21320702,13182500,1790967,2776640,142,434,264
Massachusetts,1998,621.3,2814.6,38192,173011,6147000,247686.8,25986,0.5021,NA,NA,NA,NA,3.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,515,169
Massachusetts,1999,551,2711.5,34023,167437,6175169,262868.8,27557,0.5231,NA,NA,NA,NA,3.283333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,515,169
Massachusetts,2000,476.1,2550,30230,161901,6349097,287091.4,29603,0.5899,NA,NA,NA,NA,2.8083333333333336,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,515,169
Massachusetts,2001,477.8,2610.1,30585,167079,6401164,294876.4,30997,0.4972,NA,NA,NA,NA,3.7916666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,515,169
Massachusetts,2002,484.9,2612.2,31137,167753,6421800,299915.8,32001,0.4682,NA,NA,NA,NA,5.241666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,515,169
Massachusetts,2003,473.1,2562.8,30377,164543,6420357,309736.1,33795,0.4828,NA,NA,NA,NA,5.741666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,515,169
Massachusetts,2004,460.2,2468.2,29489,158150,6407382,324919,35818,0.4978,NA,NA,NA,NA,5.133333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,515,169
Massachusetts,2005,461,2358,29644,151727,6433367,340637.8,37797,0.5122,NA,NA,NA,NA,4.791666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,515,169
Massachusetts,2006,500.5,2391.5,32217,153943,6437193,358418.3,39588,0.5179,NA,NA,NA,NA,4.691666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,515,169
Massachusetts,2007,441.7,2399.2,28487,154743,6449755,377985.6,40715,0.535,NA,NA,NA,NA,4.516666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,515,169
Massachusetts,2008,463.8,2399.5,30137,155919,6497967,387923.4,41751,0.4887,NA,NA,NA,NA,5.316666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,515,169
Massachusetts,2009,462.6,2323.1,30503,153178,6593587,388963.9,41046,0.4633,NA,NA,NA,NA,8.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,515,169
Massachusetts,2010,468.9,2356.8,30737,154496,6555466,409270,42159,0.4987,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,515,169
Massachusetts,2011,427.3,2252.6,28232,148829,6607003,423684.9,43317,0.5092,NA,NA,NA,NA,7.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,515,169
Massachusetts,2012,405.5,2153,26953,143089,6646144,441373.9,44080,0.5289,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,515,169
Massachusetts,2013,413.4,2051.2,27667,137285,6692824,452580.4,44940,0.5105000000000001,NA,NA,NA,NA,6.658333333333333,6713315,1830,1056510,29480,NA,NA,NA,NA,NA,113,515,169
Massachusetts,2014,391.4,1857.1,26399,125267,6745408,469824.9,46326,0.5454,NA,NA,NA,NA,5.758333333333334,6762596,1940,1156760,29780,NA,NA,NA,NA,NA,113,515,169
Massachusetts,2015,390.9,1690.7,26562,114871,6794422,497767,47715,0.5391,9,0,2,0,4.8,6794228,1690,1246290,28540,NA,NA,NA,NA,NA,113,515,169
Massachusetts,2016,376.9,1561.1,25677,106339,6811779,514108,49052,0.5345,12,1,5,0,4.016666666666667,6823608,1730,1350220,35710,NA,NA,NA,NA,NA,113,515,169
Massachusetts,2017,358,1437,24560,98575,6859819,530129.4,50984,0.5575,3,0,0,0,3.833333333333333,6859789,1090,1423600,37010,1452153,23183200,22324498,1700709,2234987,113,515,169
Massachusetts,2018,338.1,1263.3,23337,87196,6902149,559605,52861,0.5547000000000001,3,1,1,0,3.4583333333333335,6882635,460,1502920,33170,1501681,23383271,23807565,1820469,2327960,113,515,169
Michigan,1998,620.8,4062.1,60947,398773,9817000,311088.2,20599,0.4321,NA,NA,NA,NA,3.9833333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,842,399
Michigan,1999,574.9,3750,56709,369887,9863775,337150.2,21838,0.4221,NA,NA,NA,NA,3.7416666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,842,399
Michigan,2000,555,3554.9,55159,353297,9938444,351879.5,23073,0.4102,NA,NA,NA,NA,3.6916666666666664,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,842,399
Michigan,2001,553.9,3521.3,55424,352353,10006266,349127.5,23808,0.4014,NA,NA,NA,NA,5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,842,399
Michigan,2002,540.7,3336.2,54306,335060,10043221,363372.1,24535,0.4132,NA,NA,NA,NA,6.191666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,842,399
Michigan,2003,511.3,3278.6,51550,330565,10082364,376123.8,25387,0.4207,NA,NA,NA,NA,7.108333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,842,399
Michigan,2004,492.2,3066.1,49737,309805,10104206,388764.6,26479,0.4248,NA,NA,NA,NA,6.941666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,842,399
Michigan,2005,554,3098,55936,312892,10100833,402828.8,27539,0.4276,NA,NA,NA,NA,6.758333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,842,399
Michigan,2006,564.4,3225.1,56981,325594,10095643,402537.3,28423,0.4399,NA,NA,NA,NA,6.866666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,842,399
Michigan,2007,533.8,3063.5,53765,308550,10071822,410613,29334,0.4571,NA,NA,NA,NA,7.066666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,842,399
Michigan,2008,514.9,2950,51512,295100,10003422,391633.6,30327,0.4551,NA,NA,NA,NA,8.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,842,399
Michigan,2009,499.8,2848.8,49825,284019,9969727,371707,29912,0.4578,NA,NA,NA,NA,13.483333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,842,399
Michigan,2010,493,2748.8,48693,271501,9877143,393179.6,31173,0.4762,NA,NA,NA,NA,12.741666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,842,399
Michigan,2011,442.8,2544.6,43731,251329,9876801,408354.1,32379,0.4729,NA,NA,NA,NA,10.141666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,842,399
Michigan,2012,454.5,2530.5,44922,250101,9883360,426141.1,33396,0.4961,NA,NA,NA,NA,9.066666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,842,399
Michigan,2013,449.9,2327.6,44523,230334,9895622,441470.8,34337,0.4839,NA,NA,NA,NA,8.733333333333334,9913065,4650,1040330,16950,NA,NA,NA,NA,NA,244,842,399
Michigan,2014,427.3,2043.9,42348,202547,9909877,456123.5,35627,0.4855,NA,NA,NA,NA,7.225,9929848,4010,701390,18190,NA,NA,NA,NA,NA,244,842,399
Michigan,2015,415.5,1885.6,41231,187101,9922576,479222.7,36754,0.4805,16,2,10,1,5.416666666666667,9931715,3010,726630,18050,NA,NA,NA,NA,NA,244,842,399
Michigan,2016,459,1909.9,45572,189620,9928300,494752.5,38081,0.5034000000000001,12,0,8,3,4.991666666666667,9950571,4260,724310,22570,NA,NA,NA,NA,NA,244,842,399
Michigan,2017,450,1800,44826,179318,9962311,505101.5,39450,0.4967,14,3,7,1,4.583333333333333,9973114,2540,892670,18930,2480828,30736448,17087649,4290000,2582037,244,842,399
Michigan,2018,449.4,1653.5,44918,165280,9995915,525240.8,40991,0.5052,20,1,14,2,4.166666666666667,9984072,650,1068710,19850,2494882,32345460,17420090,4339535,2735818,244,842,399
Minnesota,1998,310.2,3736.3,14656,176541,4725000,167867.4,23605,0.4129,NA,NA,NA,NA,2.6750000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,613,214
Minnesota,1999,274,3323.6,13085,158717,4775508,176780.4,25145,0.4143,NA,NA,NA,NA,2.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,613,214
Minnesota,2000,280.8,3207.6,13813,157798,4919479,192389.5,26969,0.4253,NA,NA,NA,NA,3.1083333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,613,214
Minnesota,2001,263.7,3311.2,13145,165046,4984535,196869.4,27929,0.407,NA,NA,NA,NA,3.7583333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,613,214
Minnesota,2002,267.2,3264.3,13428,164026,5024791,204061.1,28872,0.4077,NA,NA,NA,NA,4.416666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,613,214
Minnesota,2003,262.9,3113.3,13316,157663,5064172,215975.1,30127,0.4105,NA,NA,NA,NA,4.758333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,613,214
Minnesota,2004,269.8,3041.6,13751,155019,5096546,231949.4,31699,0.4143,NA,NA,NA,NA,4.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,613,214
Minnesota,2005,297,3088,15243,158301,5126739,244635.4,32806,0.4283,NA,NA,NA,NA,4.108333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,613,214
