State,Year,Data.Population,Data.Rates.Property.All,Data.Rates.Property.Burglary,Data.Rates.Property.Larceny,Data.Rates.Property.Motor,Data.Rates.Violent.All,Data.Rates.Violent.Assault,Data.Rates.Violent.Murder,Data.Rates.Violent.Rape,Data.Rates.Violent.Robbery,Data.Totals.Property.All,Data.Totals.Property.Burglary,Data.Totals.Property.Larceny,Data.Totals.Property.Motor,Data.Totals.Violent.All,Data.Totals.Violent.Assault,Data.Totals.Violent.Murder,Data.Totals.Violent.Rape,Data.Totals.Violent.Robbery,avg_fiscal_income_p0p100,population_p0p100,nb_tax_returns_p0p100,share_fiscal_income_p0p100,share_fiscal_income_p0p90,share_fiscal_income_p0p99,share_fiscal_income_p90p100,share_fiscal_income_p90p95,share_fiscal_income_p95p100,share_fiscal_income_p95p99,share_fiscal_income_p99.5p100,share_fiscal_income_p99.5p99.9,share_fiscal_income_p99.99p100,share_fiscal_income_p99.9p100,share_fiscal_income_p99.9p99.99,share_fiscal_income_p99p100,share_fiscal_income_p99p99.5,share_pretax_income_p0p100,avg_fiscal_income_p0p90,avg_fiscal_income_p0p99,avg_fiscal_income_p90p100,avg_fiscal_income_p90p95,avg_fiscal_income_p95p100,avg_fiscal_income_p95p99,avg_fiscal_income_p99.5p100,avg_fiscal_income_p99.5p99.9,avg_fiscal_income_p99.99p100,avg_fiscal_income_p99.9p100,avg_fiscal_income_p99.9p99.99,avg_fiscal_income_p99p100,avg_fiscal_income_p99p99.5,share_pretax_income_p0p90,share_pretax_income_p0p99,share_pretax_income_p90p100,share_pretax_income_p90p95,share_pretax_income_p95p100,share_pretax_income_p95p99,share_pretax_income_p99.5p100,share_pretax_income_p99.5p99.9,share_pretax_income_p99.99p100,share_pretax_income_p99.9p100,share_pretax_income_p99.9p99.99,share_pretax_income_p99p100,share_pretax_income_p99p99.5,total_fiscal_income_p0p100,nb_police_shootings,nb_unarmed,nb_gun,nb_body_camera,imm_population,lpr_total,nonimm_total,refugees_total,gdp,wic_2015,nslp_2015,sbp_2015,spending_education,spending_welfare,spending_health,spending_police,spending_corrections
Alabama,1960,3266740,1035.4,355.9,592.1,87.3,186.6,138.1,12.4,8.6,27.5,33823,11626,19344,2853,6097,4512,406,281,898,167871.2,1145182,824701,1,0.6471,0.9023,0.3529,0.1184,0.2345,0.1368,0.0685,0.0406,0.008,0.0278,0.0199,0.0977,0.0292,1,20640.1,26161.4,101304.4,67978.40000000001,134630.2,98141.4,393309.6,291293.5,2299690.9,799151.9,633919.8,280591.5,167871.2,0.6471,0.9023,0.3529,0.1184,0.2345,0.1368,0.0685,0.0406,0.008,0.0278,0.0199,0.0977,0.0292,32873240607,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1961,3302000,985.5,339.3,569.4,76.8,168.5,128.9,12.9,7.6,19.1,32541,11205,18801,2535,5564,4255,427,252,630,166449.2,1164785,825932,1,0.65,0.908,0.35,0.1204,0.2296,0.1377,0.0633,0.0371,0.0077,0.0262,0.0185,0.092,0.0286,1,20983.5,26648.7,101688.4,69951.8,133427.2,99991.6,367932.3,269685.1,2229644.8,760362.9,597578.3,267188.4,166449.2,0.65,0.908,0.35,0.1204,0.2296,0.1377,0.0633,0.0371,0.0077,0.0262,0.0185,0.092,0.0286,33841821270,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1962,3358000,1067,349.1,634.5,83.4,157.3,119,9.4,6.5,22.5,35829,11722,21306,2801,5283,3995,316,218,754,167002.8,1183255,839198,1,0.6418,0.9058,0.3582,0.1235,0.2348,0.1406,0.0656,0.0385,0.0075,0.0271,0.0196,0.0942,0.0286,1,20815.5,26708.2,104567.3,72075.3,137059.9,102592.5,382851.4,280611,2194437.6,790035.8,635711.7000000001,274928.7,167002.8,0.6418,0.9058,0.3582,0.1235,0.2348,0.1406,0.0656,0.0385,0.0075,0.0271,0.0196,0.0942,0.0286,34539727078,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1963,3347000,1150.9,376.9,683.4,90.6,182.7,142.1,10.2,5.7,24.7,38521,12614,22874,3033,6115,4755,340,192,828,179075.3,1200790,859676,1,0.6379,0.9007,0.3621,0.1232,0.2389,0.1395,0.07,0.0415,0.0085,0.0284,0.0199,0.0993,0.0294,1,21587.9,27710,110304,75080.40000000001,145528.1,106258.3,426139,315830.6,2601770.9,865997.8,673997.9,302607.4,179075.3,0.6379,0.9007000000000001,0.3621,0.1232,0.2389,0.1395,0.07,0.0415,0.0085,0.0284,0.0199,0.0993,0.0294,36574788699,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1964,3407000,1358.7,466.6,784.1,108,213.1,163,9.3,11.7,29.1,46290,15898,26713,3679,7260,5555,316,397,992,212605.2,1217927,893421,1,0.6361,0.8993,0.364,0.1233,0.2406,0.1399,0.068,0.0406,0.0073,0.0274,0.0201,0.1007,0.0326,1,23039.3,29611.2,118647.8,80413.70000000001,156847.9,114038,443650.2,331047.5,2376273.5,893517.8,728226,328280.1,212605.2,0.6361,0.8993,0.364,0.1233,0.2406,0.1399,0.068,0.0406,0.0073,0.0274,0.0201,0.1007,0.0326,39701811421,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1965,3462000,1392.7,473.7,812.1,106.9,199.8,149.1,11.4,10.6,28.7,48215,16398,28115,3702,6916,5162,395,367,992,209646,1233549,944652,1,0.6332,0.8965,0.3669,0.125,0.2419,0.1384,0.073,0.0429,0.0145,0.0301,0.0156,0.1035,0.0305,1,24177.2,31120.5,126075.8,85910,166230.5,118867.7,501619.1,368272.1,4969256.4,1033854.2,597541.9,355639.2,209646,0.6332,0.8965000000000001,0.3669,0.125,0.2419,0.1384,0.073,0.0429,0.0145,0.0301,0.0156,0.1035,0.0305,42391750707,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1966,3517000,1528,527.5,869.6,131,230.3,177.7,10.9,9.7,32,53740,18551,30583,4606,8098,6249,384,341,1124,211686.3,1248134,972651,1,0.6326,0.8979,0.367,0.1267,0.2407,0.1386,0.0721,0.0401,0.012,0.032,0.02,0.1021,0.0299,1,24842.6,32055.6,129723.2,89581.90000000001,170132.1,122480.3,509933.6,353983.9,4258577.2,1132138,784784.6000000001,360822.2,211686.3,0.6326,0.8979,0.367,0.1267,0.2407,0.1386,0.0721,0.0401,0.012,0.032,0.02,0.1021,0.0299,44113086999,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1967,3540000,1612.4,571.4,895,146,238.6,183.5,11.7,10.5,33,57079,20227,31682,5170,8448,6495,415,371,1167,198605.6,1262006,984745,1,0.6405,0.9003,0.3593,0.121,0.2384,0.1388,0.0722,0.0412,0.0105,0.031,0.0206,0.0997,0.0274,1,25762.4,32920,130071.6,87622.1,172596.9,125586.5,523057.7,372853.6,3799219.1,1123719.6,826852.1000000001,360842.2,198605.6,0.6405000000000001,0.9003,0.3593,0.121,0.2384,0.1388,0.0722,0.0412,0.0105,0.031,0.0206,0.0997,0.0274,45683621800,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1968,3566000,1766.6,628.2,967.7,170.7,232.4,168.5,11.8,11.1,41,62997,22403,34508,6086,8288,6009,421,396,1462,224154.6,1274831,1021302,1,0.6395,0.8971,0.3605,0.1185,0.2419,0.1389,0.0732,0.0415,0.0102,0.0317,0.0216,0.1029,0.0298,1,26747.9,34110,135701.1,89253.20000000001,182111.4,130741.3,550823.3,390187.4,3840267,1194228,903537.5,387516.9,224154.6,0.6395000000000001,0.8971,0.3605,0.1185,0.2419,0.1389,0.0732,0.0415,0.0102,0.0317,0.0216,0.1029,0.0298,47989867547,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1969,3531000,1876.2,667.2,1037.8,171.2,250.4,181.7,13.7,14,41,66248,23559,36644,6045,8842,6415,485,494,1448,219541.9,1287462,1054293,1,0.6517,0.9047,0.3482,0.1176,0.2306,0.1353,0.0668,0.038,0.0091,0.0288,0.0197,0.0953,0.0285,1,27884,35188.7,134079.5,90573.2,177608.1,130274.8,514749.9,366117.3,3507194.1,1108047.5,844139.3,367107.1,219541.9,0.6517000000000001,0.9047,0.3482,0.1176,0.2306,0.1353,0.0668,0.038,0.0091,0.0288,0.0197,0.0953,0.0285,49577379425,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1970,3444165,2183.8,776.4,1184,223.5,295.7,215.2,11.7,18.5,50.3,75214,26739,40779,7696,10185,7413,404,637,1731,201918.5,1302613,1029512,1,0.6542,0.9108,0.3458,0.1212,0.2246,0.1355,0.0628,0.038,0.0075,0.0248,0.0173,0.0892,0.0263,1,27855.2,35257.1,132509.4,92883.1,172172.8,129805.6,481590.8,363783.6,2892867.2,951347.2,735144.7000000001,341721.3,201918.5,0.6542,0.9108,0.3458,0.1212,0.2246,0.1355,0.0628,0.038,0.0075,0.0248,0.0173,0.0892,0.0263,49918350883,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1971,3479000,2187,791.8,1173.9,221.2,311.4,219.7,15.1,19,57.6,76084,27547,40841,7696,10835,7645,524,661,2005,233015.5,1335006,1051417,1,0.6438,0.9048,0.3562,0.1227,0.2335,0.1383,0.0654,0.039,0.0072,0.0264,0.0192,0.0952,0.0298,1,27953,35714.1,139205.4,95926.8,182507.9,135110.1,511164.2,380782.1,2810771,1031044.1,833706.8,372115.2,233015.5,0.6438,0.9048,0.3562,0.1227,0.2335,0.1383,0.0654,0.039,0.0072,0.0264,0.0192,0.0952,0.0298,52169486350,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1972,3510000,2081.3,789.6,1096.7,195,313.2,211.7,14.1,18.8,68.6,73053,27714,38493,6846,10994,7431,496,660,2407,230379.6,1365651,1104584,1,0.6447,0.9036,0.3553,0.1215,0.2338,0.1374,0.0683,0.039,0.0093,0.0292,0.0199,0.0964,0.0281,1,29363.6,37411.6,145627.2,99606.5,191661.2,140783.6,559949.1,400130.3,3813835.7,1197944.7,907112.2,395164.4,230379.6,0.6447,0.9036,0.3553,0.1215,0.2338,0.1374,0.0683,0.039,0.0093,0.0292,0.0199,0.0964,0.0281,55976794031,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1973,3539000,2232.2,897.3,1107.8,227.2,350.1,236.3,13.2,21.2,79.4,78999,31754,39206,8039,12390,8362,468,751,2809,248262.4,1395471,1165240,1,0.6477,0.9043,0.3523,0.1196,0.2327,0.137,0.0664,0.0395,0.008,0.0268,0.0188,0.0957,0.0294,1,30389.8,38568.5,148742,100965,196524.9,144589.3,560366,417345.6,3393822.2,1132500,880865,404266.2,248262.4,0.6477,0.9043,0.3523,0.1196,0.2327,0.137,0.0664,0.0395,0.008,0.0268,0.0188,0.0957,0.0294,58924449442,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1974,3577000,2627.2,1057.9,1308.7,260.6,372.9,235.6,15,22.7,99.6,93976,37841,46813,9322,13338,8429,536,811,3562,242870.7,1425464,1200748,1,0.649,0.908,0.3515,0.1213,0.2302,0.138,0.0627,0.0363,0.0081,0.0263,0.0181,0.092,0.0292,1,30022.1,38185.4,146346.3,100997.1,191712.1,143626.7,522336.7,378032.1,3376128,1094588.7,837760.3,382940.4,242870.7,0.649,0.908,0.3515,0.1213,0.2302,0.138,0.0627,0.0363,0.0081,0.0263,0.0181,0.092,0.0292,59346225003,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1975,3614000,3079.6,1163.8,1645.5,270.3,392.9,233.5,16,20.4,123,111296,42059,59470,9767,14201,8440,577,738,4446,230430,1457263,1190083,1,0.6411,0.9045,0.3588,0.1237,0.2351,0.1396,0.0667,0.039,0.0081,0.0277,0.0197,0.0955,0.0288,1,28458,36497.6,143355,98845.6,187870.3,139436.3,532902,389010.4,3234080.8,1108102,872375.7000000001,381603,230430,0.6411,0.9045,0.3588,0.1237,0.2351,0.1396,0.0667,0.039,0.0081,0.0277,0.0197,0.0955,0.0288,58215738415,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1976,3665000,3419.5,1170,1987.2,262.3,388.8,256,15.1,21.7,96,125325,42879,72832,9614,14248,9381,553,794,3520,398490,1489350,1259907,1,0.6464,0.9078,0.3536,0.1229,0.2307,0.1385,0.0634,0.0377,0.0076,0.0257,0.0181,0.0922,0.0288,1,30350.5,38746,149410.5,103867.2,194962.9,146262.4,535790.1,398490,3208876.4,1084028.6,848080.4,389766.5,243748.7,0.6464000000000001,0.9078,0.3536,0.1229,0.2307,0.1385,0.0634,0.0377,0.0076,0.0257,0.0181,0.0922,0.0288,62934297949,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1977,3690000,3298.2,1135.5,1881.9,280.7,414.4,278.3,14.2,25.2,96.8,121702,41901,69442,10359,15293,10268,524,929,3572,30818.3,1523113,1280870,1,0.6487,0.9068,0.3513,0.1227,0.2286,0.1354,0.0646,0.0378,0.0083,0.0268,0.0184,0.0932,0.0286,1,30818.3,39162.6,150194.5,104914.9,195481.9,144748.4,552082.8,403934.2,3569756.1,1143964.8,873971.1000000001,398414.3,244726.4,0.6487,0.9068,0.3513,0.1227,0.2286,0.1354,0.0646,0.0378,0.0083,0.0268,0.0184,0.0932,0.0286,65120840156,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1978,3742000,3519.7,1229.3,1987.9,302.5,419.1,281.2,13.3,25.5,99.1,131707,46001,74387,11319,15682,10521,499,954,3708,32238,1558598,1313202,1,0.6577,0.9129,0.3424,0.1183,0.224,0.137,0.0599,0.0366,0.0058,0.0232,0.0174,0.0871,0.0272,1,32238,40681.60000000001,151038.6,104388.6,197642.9,151087.1,528269.4,403668.2,2551173.9,1025025.7,854670.2000000001,384303.6,240344.8,0.6577000000000001,0.9129,0.3424,0.1183,0.224,0.137,0.0599,0.0366,0.0058,0.0232,0.0174,0.0871,0.0272,68761968692,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1979,3769000,3830.5,1287.3,2223.2,320.1,413.3,263.1,13.2,27.5,109.5,144372,48517,83791,12064,15578,9918,496,1037,4127,31581.7,1621103,1372550,1,0.6477,0.905,0.3524,0.1205,0.2318,0.1369,0.0654,0.0373,0.0084,0.0281,0.0197,0.095,0.0297,1,31581.7,40117.3,154661.6,105726,203472.5,150169.6,573661.1,408691.8,3665587.3,1232054.9,960762.8,416776.7,260249.7,0.6477,0.905,0.3524,0.1205,0.2318,0.1369,0.0654,0.0373,0.0084,0.0281,0.0197,0.095,0.0297,71140247400,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1980,3861466,4485.1,1526.7,2642.2,316.2,448.5,273.2,13.2,30,132.1,173191,58952,102029,12210,17320,10551,509,1158,5102,30798.1,1631593,1397132,1,0.638,0.902,0.3622,0.1306,0.2315,0.1335,0.0683,0.038,0.0097,0.0303,0.0206,0.098,0.0297,1,30798.1,39587.3,157386.6,113465.1,201189.6,145054.3,593431.1,412259,4202203.5,1316696.1,995329.5,425645.2,257825.3,0.638,0.902,0.3622,0.1306,0.2315,0.1335,0.0683,0.038,0.0097,0.0303,0.0206,0.098,0.0297,70889330433,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1981,3916000,4428.3,1450.7,2693.3,284.2,470.5,306.1,11.9,26.1,126.5,173411,56811,105471,11129,18423,11985,465,1021,4952,30075.3,1671856,1400772,1,0.6394,0.9049,0.3602,0.1345,0.2263,0.1312,0.0662,0.0369,0.0088,0.0291,0.0204,0.0951,0.0288,1,30075.3,38692.6,152458.4,113893.4,191596.4,138797.5,560616,390909.2,3706483.3,1233673,957307.2,402448.6,243995.2,0.6394000000000001,0.9049,0.3602,0.1345,0.2263,0.1312,0.0662,0.0369,0.0088,0.0291,0.0204,0.0951,0.0288,70769954335,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1982,3943000,4185.8,1256.2,2656.4,273.3,447.7,299.1,10.6,26,112,165048,49531,104740,10777,17653,11793,417,1026,4417,29634.1,1695692,1357949,1,0.6513,0.8929,0.3489,0.1126,0.2361,0.1291,0.079,0.0376,0.0172,0.0414,0.0242,0.1071,0.0281,1,29634.1,36934.9,142862,92193.5,193409.4,132130,647230.1000000001,384889.6,7044304,1696591.9,1102401.7,438627.2,230024.4,0.6513,0.8929,0.3489,0.1126,0.2361,0.1291,0.079,0.0376,0.0172,0.0414,0.0242,0.1071,0.0281,69441755341,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1983,3959000,3685,1073.1,2381.4,230.5,416,284.9,9.2,23.5,98.4,145890,42485,94279,9126,16471,11281,364,931,3895,30090.8,1695692,1422165,1,0.6427,0.896,0.3584,0.1206,0.238,0.1336,0.0756,0.0369,0.0151,0.0383,0.0228,0.104,0.0282,1,30090.8,38135.7,151014.1,101649.8,200565,140705.8,636912.5,388732,6381800.2,1613373.9,1069327.4,438243.4,237769.9,0.6427,0.896,0.3584,0.1206,0.238,0.1336,0.0756,0.0369,0.0151,0.0383,0.0228,0.104,0.0282,71451038342,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1984,3990000,3470.9,1001.8,2235.5,233.6,431.2,300.6,9.4,25.1,96.1,138487,39970,89198,9319,17204,11995,374,1002,3833,30596.2,1724019,1466037,1,0.6315,0.8842,0.3708,0.1189,0.2518,0.1353,0.0862,0.0395,0.0191,0.0462,0.0265,0.1158,0.0293,1,30596.2,38942.3,161665.9,103665.7,219618.8,147438.3,751962.2000000001,430137.5,8320933.100000001,2013921.7,1285247,505066.4,255354.4,0.6315000000000001,0.8842000000000001,0.3708,0.1189,0.2518,0.1353,0.0862,0.0395,0.0191,0.0462,0.0265,0.1158,0.0293,75173283486,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1985,4021000,3484.6,1034.9,2191.2,258.5,457.5,315.5,9.8,26.8,105.4,140115,41612,88108,10395,18398,12686,396,1079,4237,30599.5,1778409,1502320,1,0.6175,0.8768,0.386,0.1218,0.2639,0.1395,0.0921,0.0422,0.0195,0.0491,0.0289,0.1232,0.0306,1,30599.5,39497.8,172140,108662.6,235397.9,155540.9,821873.9,470650.8,8692592.1,2190424.7,1430765.6,549630.5,273053.9,0.6175,0.8768,0.386,0.1218,0.2639,0.1395,0.0921,0.0422,0.0195,0.0491,0.0289,0.1232,0.0306,79315500894,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1986,4053000,3730.3,1159,2304.4,267,558,407.9,10.1,28.4,111.6,151191,46974,93396,10821,22616,16534,409,1150,4523,31383.8,1819445,1537065,1,0.5941,0.8493,0.4108,0.1182,0.2922,0.1397,0.1173,0.0503,0.028,0.0659,0.0371,0.1507,0.0327,1,31383.8,40787.9,195326.6,112368.3,277856.9,166013.8,1114962.9,598362.5,13295325.3,3130946.2,1958174.1,716546.8,311143.2,0.5941000000000001,0.8493,0.4108,0.1182,0.2922,0.1397,0.1173,0.0503,0.028,0.0659,0.0371,0.1507,0.0327,86506376536,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1987,4083000,3892.2,1198.3,2431.1,262.8,559.2,409.9,9.3,27.8,112.2,158918,48927,99260,10731,22833,16735,380,1137,4581,31437.8,1856982,1583884,1,0.6207,0.8849,0.3836,0.1249,0.2584,0.1415,0.0834,0.042,0.0142,0.0404,0.0256,0.1151,0.0311,1,31437.8,40742.8,174856.8,113827.4,235591.6,161241.5,760224.3,479123.9,6494569.600000001,1840014.8,1294722.2,524702,283219.5,0.6207,0.8849,0.3836,0.1249,0.2584,0.1415,0.0834,0.042,0.0142,0.0404,0.0256,0.1151,0.0311,84645654891,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1988,4127000,4003.1,1233.8,2502.6,266.7,558.6,401.2,9.9,29.8,117.8,165209,50920,103282,11007,23052,16556,408,1228,4860,32378.6,1892657,1624169,1,0.6104,0.8641,0.3968,0.1192,0.277,0.138,0.1027,0.0476,0.0203,0.0536,0.0325,0.1359,0.0321,1,32378.6,41669.3,189455.5,113804.2,264480.5,164737.9,980815.4,567700,9676210.6,2558415.7,1722440.1,648999,306700.3,0.6104,0.8641000000000001,0.3968,0.1192,0.277,0.138,0.1027,0.0476,0.0203,0.0536,0.0325,0.1359,0.0321,90360307271,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1989,4118000,4037,1146.8,2592.8,297.5,590.8,415.7,10.2,31,133.9,166244,47224,106771,12249,24329,17117,421,1276,5515,32057.4,1938993,1670001,1,0.6097,0.871,0.3961,0.1222,0.2734,0.142,0.0956,0.0462,0.0177,0.0481,0.0297,0.129,0.0325,1,32057.4,41633.2,187413,115639.2,258696.8,167938.4,904523.9,546574.4,8393306.200000001,2276879.4,1559738.7,610224.5,307728.8,0.6097,0.871,0.3961,0.1222,0.2734,0.142,0.0956,0.0462,0.0177,0.0481,0.0297,0.129,0.0325,91751530363,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1990,4040587,4206.7,1103.4,2755.4,347.8,708.6,520.7,11.6,32.6,143.7,169974,44585,111336,14053,28630,21039,467,1319,5805,32449.7,1932471,1711765,1,0.6075,0.876,0.3925,0.1272,0.2654,0.1413,0.0934,0.0459,0.0178,0.0475,0.0297,0.124,0.0306,1,32449.7,42536.2,188683.4,122256.6,255131,169823.8,898206.9,551554,8580943.3,2284656.6,1586282,596195.6,294056.3,0.6075,0.876,0.3925,0.1272,0.2654,0.1413,0.0934,0.0459,0.0178,0.0475,0.0297,0.124,0.0306,92899177397,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1991,4089000,4521.4,1268.6,2889.5,363.4,844.2,644.4,11.5,35.6,152.8,184882,51873,118151,14858,34518,26348,469,1455,6246,32934.1,1918872,1747049,1,0.6091,0.8781,0.3907,0.1278,0.2631,0.1412,0.09,0.0451,0.0164,0.0448,0.0284,0.1219,0.0319,1,32934.1,43161.3,190102.5,124338.3,256090.8,171834.1,875687.9,548829.8,7997409.9,2182061.2,1535652.9,593187.8,310696.8,0.6091,0.8781,0.3907,0.1278,0.2631,0.1412,0.09,0.0451,0.0164,0.0448,0.0284,0.1219,0.0319,93375431032,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1992,4136000,4396.4,1186,2848.2,362.3,871.7,654.6,11,41.2,164.9,181837,49053,117801,14983,36052,27074,455,1704,6819,32680.2,1951672,1745034,1,0.5964,0.8666,0.4036,0.126,0.2777,0.1444,0.1005,0.0479,0.0206,0.0526,0.032,0.1334,0.0328,1,32680.2,43172.5,199058.6,124238.9,273962.3,177989.2,991673.7,590803.8,10154465.6,2593211.3,1752528.9,657811.4,323865.4,0.5964,0.8666,0.4036,0.126,0.2777,0.1444,0.1005,0.0479,0.0206,0.0526,0.032,0.1334,0.0328,96254352112,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1993,4187000,4098.4,1088.6,2672,337.8,780.4,574.3,11.6,35.1,159.5,171598,45578,111878,14142,32676,24044,484,1471,6677,32171.8,1994947,1760213,1,0.597,0.8707,0.4033,0.1256,0.2776,0.1483,0.0961,0.047,0.0186,0.0489,0.0303,0.1293,0.0332,1,32171.8,42656.5,195588.2,121861.5,269252,179818.3,931869.9,570346.7000000001,9018360.4,2372418.5,1630337.7,627154.9,322111.7,0.597,0.8707,0.4033,0.1256,0.2776,0.1483,0.0961,0.047,0.0186,0.0489,0.0303,0.1293,0.0332,96757914809,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1994,4219000,4219.4,1044.4,2843.1,331.8,683.7,465.3,11.9,35.2,171.2,178015,44064,119951,14000,28844,19633,501,1487,7223,32297,2021779,1782861,1,0.5888,0.8636,0.4113,0.1259,0.2853,0.1489,0.1024,0.0486,0.0212,0.0537,0.0325,0.1364,0.0341,1,32297,43059.10000000001,203012.4,124334.4,281653.3,183696.1,1010513.7,599843.9,10475096.9,2651194.3,1780655.7,673541.5,336507.2,0.5888,0.8636,0.4113,0.1259,0.2853,0.1489,0.1024,0.0486,0.0212,0.0537,0.0325,0.1364,0.0341,99802937816,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1995,4253000,4215.7,1024.8,2844.3,346.6,632.4,403.7,11.2,31.7,185.8,179294,43586,120967,14741,26894,17169,475,1350,7900,33490.1,2012991,1817306,1,0.5829,0.856,0.4171,0.1228,0.2943,0.1504,0.1087,0.0512,0.0224,0.0575,0.0351,0.144,0.0353,1,33490.1,44708.2,215686.2,126957.4,304375,194356.7,1124132.8,661401.6000000001,11567112.6,2973178,2018381.5,744512,364822.1,0.5829,0.8560000000000001,0.4171,0.1228,0.2943,0.1504,0.1087,0.0512,0.0224,0.0575,0.0351,0.144,0.0353,104084162131,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1996,4273000,4254.7,1002.1,2886.7,366,565.4,356,10,33,167,181803,42821,123350,15632,24159,15194,444,1397,7124,33937.7,2048678,1843993,1,0.5774,0.8519,0.4231,0.1234,0.2996,0.1514,0.1119,0.0522,0.0233,0.0595,0.0362,0.1481,0.0361,1,33937.7,45519.5,223805.6,130549.9,316955.8,200238,1184404.5,690656,12309348.6,3147718.7,2127934.4,783601.7000000001,382136.4,0.5774,0.8519,0.4231,0.1234,0.2996,0.1514,0.1119,0.0522,0.0233,0.0595,0.0362,0.1481,0.0361,108375735176,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
Alabama,1997,4319000,4325.3,1013.8,2954.8,356.7,564.5,361.8,9.9,32.3,160.5,186809,43786,127616,15407,24379,15626,426,1396,6931,36126.7,2044165,1864029,1,0.5776,0.8481,0.4227,0.1214,0.3011,0.1491,0.1155,0.0564,0.0213,0.0589,0.0378,0.1519,0.0364,1,36126.7,48226.10000000001,237937.6,136657.8,338987.9,209801.8,1300059.2,793939.8,12006413.4,3315497.2,2367106.3,855153.4,409927.4,0.5776,0.8481000000000001,0.4227,0.1214,0.3011,0.1491,0.1155,0.0564,0.0213,0.0589,0.0378,0.1519,0.0364,115077065341,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,531,254,NA,NA,NA,NA,NA
