State,Year,Data.Population,Data.Rates.Property.All,Data.Rates.Property.Burglary,Data.Rates.Property.Larceny,Data.Rates.Property.Motor,Data.Rates.Violent.All,Data.Rates.Violent.Assault,Data.Rates.Violent.Murder,Data.Rates.Violent.Rape,Data.Rates.Violent.Robbery,Data.Totals.Property.All,Data.Totals.Property.Burglary,Data.Totals.Property.Larceny,Data.Totals.Property.Motor,Data.Totals.Violent.All,Data.Totals.Violent.Assault,Data.Totals.Violent.Murder,Data.Totals.Violent.Rape,Data.Totals.Violent.Robbery,avg_fiscal_income_p0p100,population_p0p100,nb_tax_returns_p0p100,share_fiscal_income_p0p100,share_fiscal_income_p0p90,share_fiscal_income_p0p99,share_fiscal_income_p90p100,share_fiscal_income_p90p95,share_fiscal_income_p95p100,share_fiscal_income_p95p99,share_fiscal_income_p99.5p100,share_fiscal_income_p99.5p99.9,share_fiscal_income_p99.99p100,share_fiscal_income_p99.9p100,share_fiscal_income_p99.9p99.99,share_fiscal_income_p99p100,share_fiscal_income_p99p99.5,share_pretax_income_p0p100,avg_fiscal_income_p0p90,avg_fiscal_income_p0p99,avg_fiscal_income_p90p100,avg_fiscal_income_p90p95,avg_fiscal_income_p95p100,avg_fiscal_income_p95p99,avg_fiscal_income_p99.5p100,avg_fiscal_income_p99.5p99.9,avg_fiscal_income_p99.99p100,avg_fiscal_income_p99.9p100,avg_fiscal_income_p99.9p99.99,avg_fiscal_income_p99p100,avg_fiscal_income_p99p99.5,share_pretax_income_p0p90,share_pretax_income_p0p99,share_pretax_income_p90p100,share_pretax_income_p90p95,share_pretax_income_p95p100,share_pretax_income_p95p99,share_pretax_income_p99.5p100,share_pretax_income_p99.5p99.9,share_pretax_income_p99.99p100,share_pretax_income_p99.9p100,share_pretax_income_p99.9p99.99,share_pretax_income_p99p100,share_pretax_income_p99p99.5,total_fiscal_income_p0p100,nb_police_shootings,nb_unarmed,nb_gun,nb_body_camera,imm_population,lpr_total,nonimm_total,refugees_total,gdp,wic_2015,nslp_2015,sbp_2015,spending_education,spending_welfare,spending_health,spending_police,spending_corrections
Hawaii,2017,1427538,2829.5,388.7,2071.7,369.1,250.6,132.7,2.7,39.7,75.4,40392,5549,29574,5269,3577,1894,39,567,1077,516690.6,766370,692790,1,0.6036,0.8635,0.3951,0.1191,0.277,0.1406,0.105,0.0448,0.0277,0.0602,0.0326,0.1365,0.0315,1,54975.8,71503.1,323860,195328.8,454096.7,288248.5,1720705.3,917532,22726739.8,4938878.7,2972661.5,1118813.8,516690.6,0.6036,0.8635,0.3951,0.1191,0.277,0.1406,0.105,0.0448,0.0277,0.0602,0.0326,0.1365,0.0315,62824144976,3,0,0,0,1424393,5400,2962610,0,87436.4,31,109,37,3409534,3067100,616146,482768,228515
Hawaii,2018,1420491,2870.3,396.4,2076.2,397.7,248.6,135.5,2.5,44,66.6,40772,5631,29492,5649,3532,1925,36,625,946,537909.9,762309,694860,1,0.6255,0.876,0.3739,0.1096,0.2648,0.1407,0.0919,0.045,0.0172,0.0468,0.03,0.124,0.032,1,58326,74263.1,313817.4,184042.9,444419.7,295187.5,1542060.4,944461.1,14416340.5,3927519.6,2796327,1040823.1,537909.9,0.6255000000000001,0.876,0.3739,0.1096,0.2648,0.1407,0.0919,0.045,0.0172,0.0468,0.03,0.124,0.032,63979589453,11,0,6,2,1420593,5430,3084550,0,90933.5,31,109,37,3658214,2983737,571640,487077,228042
Idaho,1960,667191,1732.8,301.4,1331.4,100,38.2,14.8,2.4,7.2,13.8,11561,2011,8883,667,255,99,16,48,92,168984.3,251077,216192,1,0.6881,0.923,0.3119,0.1105,0.2014,0.1245,0.0517,0.0312,0.0029,0.0204,0.0176,0.077,0.0253,1,25548.9,31156.8,104223,73820.3,134625.1,103980.3,345443.3,260743.3,961133.1,681831.9,654608.1000000001,257217.8,168984.3,0.6881,0.923,0.3119,0.1105,0.2014,0.1245,0.0517,0.0312,0.0029,0.0204,0.0176,0.077,0.0253,8390321963,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1961,684000,1829.8,322.1,1394.7,113,32.5,14.6,2,6.4,9.4,12516,2203,9540,773,222,100,14,44,64,183102.5,254486,217749,1,0.6889,0.9227,0.3111,0.1092,0.2019,0.1246,0.051,0.0339,0.0045,0.0171,0.0126,0.0773,0.0263,1,26631,32426.7,108237.6,75982.6,140495.4,108402.5,354693.5,294680.5,1564035.4,593540.9,486201.7,268893.4,183102.5,0.6889000000000001,0.9227,0.3111,0.1092,0.2019,0.1246,0.051,0.0339,0.0045,0.0171,0.0126,0.0773,0.0263,8853919818,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1962,698000,1895,352.1,1423.9,118.9,33.5,17.9,3,3.6,9,13227,2458,9939,830,234,125,21,25,63,168099.1,257622,217343,1,0.7065,0.9278,0.2935,0.1059,0.1876,0.1154,0.0487,0.0307,0.0052,0.0179,0.0127,0.0722,0.0234,1,28159.1,33616.4,105285.2,76000.7,134570.7,103485.3,349715.3,275532.1,1875175.6,643000.3,507265.5,258911.3,168099.1,0.7065,0.9278,0.2935,0.1059,0.1876,0.1154,0.0487,0.0307,0.0052,0.0179,0.0127,0.0722,0.0234,9240742083,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1963,713000,1829.5,337.3,1394,98.2,50.8,30.6,2.5,5.5,12.2,13044,2405,9939,700,362,218,18,39,87,189704.4,260530,219511,1,0.6907,0.9228,0.3094,0.1088,0.2005,0.1234,0.051,0.0308,0.0064,0.0201,0.0137,0.0772,0.0262,1,27757.7,33715.7,111895.9,78718.8,145073.9,111544.4,368668.6,278714.2,2312394.4,726963.8,551329.8,279191.9,189704.4,0.6907,0.9228,0.3094,0.1088,0.2005,0.1234,0.051,0.0308,0.0064,0.0201,0.0137,0.0772,0.0262,9423503963,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1964,692000,1872.1,330.2,1445.1,96.8,77.6,57.4,4,5.9,10.3,12955,2285,10000,670,537,397,28,41,71,208905.7,263329,222445,1,0.6898,0.9198,0.3103,0.1109,0.1994,0.1193,0.0517,0.0313,0.0061,0.0205,0.0143,0.0802,0.0283,1,28243.9,34240.4,114362.3,81712.1,146951.8,109911.3,381342.8,288046.6,2251073.3,753997.1000000001,587322.5,295404.3,208905.7,0.6898000000000001,0.9198,0.3103,0.1109,0.1994,0.1193,0.0517,0.0313,0.0061,0.0205,0.0143,0.0802,0.0283,9704217478,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1965,692000,1911.3,358.8,1450.1,102.3,71.2,53.6,2,5.5,10.1,13226,2483,10035,708,493,371,14,38,70,237712.3,265779,225667,1,0.6876,0.9178,0.3125,0.1095,0.2029,0.1207,0.0533,0.0315,0.0068,0.0218,0.015,0.0822,0.0289,1,31369.3,38062.4,128302,89943.20000000001,166645.4,123882,437337.9,322859.3,2779323.2,894193.3,683644,337622.7,237712.3,0.6876,0.9178,0.3125,0.1095,0.2029,0.1207,0.0533,0.0315,0.0068,0.0218,0.015,0.0822,0.0289,10912366846,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1966,694000,1945,389.9,1451.9,103.2,66.4,46.1,3,9.5,7.8,13498,2706,10076,716,461,320,21,66,54,184426.3,267986,230065,1,0.6855,0.9228,0.3141,0.1119,0.2026,0.1255,0.0541,0.032,0.0074,0.022,0.0146,0.0772,0.0231,1,30387.5,37191.2,125323.2,89306.5,161708.2,125219.7,431334.2,319033,2942489.1,877170.3,647898.4,307913.7,184426.3,0.6855,0.9228,0.3141,0.1119,0.2026,0.1255,0.0541,0.032,0.0074,0.022,0.0146,0.0772,0.0231,10692226167,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1967,699000,1837.3,405.9,1318.6,112.9,68.4,44.5,4.3,8.7,10.9,12843,2837,9217,789,478,311,30,61,76,240241.6,270022,235477,1,0.6725,0.9102,0.3273,0.1124,0.215,0.1253,0.0606,0.0334,0.0127,0.0273,0.0145,0.0898,0.0292,1,30766.8,37854.4,134768,92573.2,177062,128933.9,499416.5,343665.8,5227074.800000001,1122330.9,665547.5,369786.2,240241.6,0.6725,0.9102,0.3273,0.1124,0.215,0.1253,0.0606,0.0334,0.0127,0.0273,0.0145,0.0898,0.0292,11117786240,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1968,705000,2047.9,470.6,1459.1,118.2,73.5,51.1,2.3,8.4,11.8,14438,3318,10287,833,518,360,16,59,83,216562.1,271817,240292,1,0.6807,0.9148,0.3194,0.1103,0.209,0.1238,0.0594,0.0372,0.0082,0.0223,0.0141,0.0852,0.0257,1,31812,38869.1,134349.4,92809.9,175823.6,130177.2,499947.3,390799.6,3446509.2,938070.9,660464.8,358302.9,216562.1,0.6807000000000001,0.9148,0.3194,0.1103,0.209,0.1238,0.0594,0.0372,0.0082,0.0223,0.0141,0.0852,0.0257,11433546143,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1969,718000,2616,590,1894.6,131.5,112.3,83.6,1.9,10,16.7,18783,4236,13603,944,806,600,14,72,120,239458.2,273555,247373,1,0.6978,0.9206,0.3021,0.1047,0.1975,0.1181,0.0528,0.0307,0.0085,0.0221,0.0136,0.0794,0.0266,1,34903.1,41864,136018,94275.5,177793.9,132958.2,475479.1,345501.4,3821620.4,994035.6,680707.8,357356.6,239458.2,0.6978000000000001,0.9206,0.3021,0.1047,0.1975,0.1181,0.0528,0.0307,0.0085,0.0221,0.0136,0.0794,0.0266,12315160809,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1970,713008,3031.5,673.6,2213.7,144.2,123.3,85.8,4.6,12.3,20.5,21615,4803,15784,1028,879,612,33,88,146,217566.7,275811,251363,1,0.7038,0.9283,0.2962,0.1044,0.1919,0.1203,0.048,0.0308,0.0054,0.0171,0.0117,0.0717,0.0237,1,35918.8,43073.7,136071.9,95878.2,176308.3,138137.7,440649.1,353704.3,2482482.8,786025.3,597219.4,329170.1,217566.7,0.7038,0.9283,0.2962,0.1044,0.1919,0.1203,0.048,0.0308,0.0054,0.0171,0.0117,0.0717,0.0237,12669311526,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1971,732000,3382.2,741.8,2473.9,166.5,125.3,89.2,3.3,10.5,22.3,24758,5430,18109,1219,917,653,24,77,163,265161.4,284382,253096,1,0.7,0.9247,0.3001,0.1057,0.1944,0.1191,0.0466,0.0285,0.0042,0.018,0.0138,0.0753,0.0287,1,35959.8,43188.3,138741.3,97769.3,179752.6,137680,430671.4,329919.5,1921061.9,831831.3,711274.2000000001,348080.8,265161.4,0.7000000000000001,0.9247,0.3001,0.1057,0.1944,0.1191,0.0466,0.0285,0.0042,0.018,0.0138,0.0753,0.0287,13149067160,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1972,756000,3276.9,754.6,2338.4,183.9,143.5,103.4,3.8,15.6,20.6,24773,5705,17678,1390,1085,782,29,118,156,222520.7,292673,270059,1,0.7229,0.9297,0.2771,0.0988,0.1784,0.1081,0.0478,0.0284,0.0063,0.0193,0.0131,0.0703,0.0224,1,39812.10000000001,46550.7,137372.7,97933.5,176838.9,133989.3,473924,352214.5,3115696.5,958920.1,719151.8,348222.3,222520.7,0.7229,0.9297,0.2771,0.0988,0.1784,0.1081,0.0478,0.0284,0.0063,0.0193,0.0131,0.0703,0.0224,14507028023,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1973,770000,3293.6,848.8,2237.8,207,164.2,120.5,2.6,14.2,26.9,25361,6536,17231,1594,1264,928,20,109,207,282735.7,300875,285232,1,0.6931,0.919,0.3069,0.1029,0.204,0.1229,0.054,0.0322,0.0064,0.0219,0.0155,0.081,0.027,1,40388.4,48680.5,160961.7,107980.2,213945.2,161189.8,566744.2000000001,421548.5,3343571.2,1147578.9,903121.1,424951.3,282735.7,0.6931,0.919,0.3069,0.1029,0.204,0.1229,0.054,0.0322,0.0064,0.0219,0.0155,0.081,0.027,15778847396,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1974,799000,3899.2,1001.8,2683.5,214,183.4,123.8,5.6,16,37.9,31155,8004,21441,1710,1465,989,45,128,303,283674.4,309203,300409,1,0.6964,0.9156,0.3034,0.101,0.2024,0.1181,0.0586,0.033,0.0084,0.0256,0.0173,0.0844,0.0258,1,42540.7,50843.3,166784,111028.6,222532.7,162296.5,644460.5,453856.7,4606527.600000001,1409007.4,1055227.4,463927.3,283674.4,0.6964,0.9156,0.3034,0.101,0.2024,0.1181,0.0586,0.033,0.0084,0.0256,0.0173,0.0844,0.0258,16998180450,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1975,820000,3937.4,1063,2651.3,223,203.7,140.4,5.2,16.1,42,32287,8717,21741,1829,1670,1151,43,132,344,268651.1,318016,308238,1,0.6975,0.9227,0.3025,0.1056,0.1969,0.1196,0.0511,0.0312,0.006,0.0199,0.0139,0.0773,0.0262,1,39752.4,47804.2,155178.6,108346,202029.9,153357,524613.3,400207,3098668.1,1020445.6,789846.3,396735.8,268651.1,0.6975,0.9227,0.3025,0.1056,0.1969,0.1196,0.0511,0.0312,0.006,0.0199,0.0139,0.0773,0.0262,16312164080,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1976,831000,4043.8,1036.7,2776.9,230.2,226.7,162.8,5.3,18.7,40,33604,8615,23076,1913,1884,1353,44,155,332,238032.5,326987,324832,1,0.7204,0.9311,0.2796,0.1002,0.1794,0.1106,0.0466,0.0283,0.0045,0.0182,0.0137,0.0689,0.0223,1,42703.2,50175.10000000001,149145.7,106870.1,191448.9,147454.3,496818.1,377494.4,2405255.9,972711.3,813851,367435.2,238032.5,0.7204,0.9311,0.2796,0.1002,0.1794,0.1106,0.0466,0.0283,0.0045,0.0182,0.0137,0.0689,0.0223,17443995435,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1977,857000,3888,1050.8,2599.6,237.6,236.9,172.5,5.5,19.4,39.6,33320,9005,22279,2036,2030,1478,47,166,339,280744.3,336425,333450,1,0.7051,0.9277,0.2949,0.1047,0.1902,0.1179,0.0459,0.0271,0.0056,0.0188,0.0132,0.0723,0.0265,1,41560.5,49710.10000000001,156445.2,111122.1,201782.4,156310.3,486592.1,359027.3,2976875.4,996074.7,775401.5,383540.9,280744.3,0.7051000000000001,0.9277,0.2949,0.1047,0.1902,0.1179,0.0459,0.0271,0.0056,0.0188,0.0132,0.0723,0.0265,17846807222,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1978,878000,3778.4,1038.4,2496.2,243.7,236.4,171.9,5.4,19.2,40,33174,9117,21917,2140,2076,1509,47,169,351,277495.4,346349,355293,1,0.7075,0.9285,0.2924,0.1006,0.1917,0.1204,0.0465,0.0284,0.0051,0.0181,0.013,0.0715,0.025,1,43558,51964.2,161988.9,111487.1,212461.3,166717.4,515437.1,393171.5,2830891.7,1002932.8,799403,396337.2,277495.4,0.7075,0.9285,0.2924,0.1006,0.1917,0.1204,0.0465,0.0284,0.0051,0.0181,0.013,0.0715,0.025,19190474379,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1979,905000,3952,1075,2605.2,271.8,288.7,219.4,5.4,20.6,43.3,35766,9729,23577,2460,2613,1986,49,186,392,270304.8,356839,353402,1,0.7109,0.92490000000000006,0.2892,0.1,0.1891,0.114,0.0505,0.0287,0.0073,0.0217,0.0145,0.0751,0.0247,1,43255.3,51160,158383.1,109526.3,207070.2,156032.8,552990.5,393467.5,3973654.2,1189671.7,879783.5,411360.8,270304.8,0.7109000000000001,0.92490000000000006,0.2892,0.1,0.1891,0.114,0.0505,0.0287,0.0073,0.0217,0.0145,0.0751,0.0247,19541197851,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1980,943629,4468.8,1238.9,2993,236.9,313.4,241.1,3.1,22.4,46.8,42169,11691,28243,2235,2957,2275,29,211,442,244635.5,366975,358915,1,0.7106,0.92490000000000006,0.2895,0.0995,0.19,0.1148,0.0526,0.028,0.0106,0.0246,0.014,0.0751,0.0226,1,42824.9,50672.60000000001,157053.5,107979.3,206076.5,155609.1,570541,379778.4,5732348.800000001,1333195.9,845169.9,407601.7,244635.5,0.7106,0.92490000000000006,0.2895,0.0995,0.19,0.1148,0.0526,0.028,0.0106,0.0246,0.014,0.0751,0.0226,19905448835,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1981,959000,4247.4,1173.6,2859.5,214.3,283.3,220.4,4.5,20.6,37.7,40733,11255,27423,2055,2717,2114,43,198,362,249252.7,383604,362979,1,0.6912,0.9209,0.3087,0.1105,0.1986,0.1193,0.0547,0.0296,0.0097,0.0251,0.0154,0.0791,0.0244,1,39290,47586.5,157921.8,113008.9,203197.3,152616.7,559635.5,378040.9,4947105.100000001,1282226.7,875075,404615.5,249252.7,0.6912,0.9209,0.3087,0.1105,0.1986,0.1193,0.0547,0.0296,0.0097,0.0251,0.0154,0.0791,0.0244,19623973885,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1982,965000,3824,1031.9,2617.2,174.9,259.2,209.8,2.5,16.6,30.3,36902,9958,25256,1688,2501,2025,24,160,292,212739,387604,346165,1,0.7139,0.9175,0.2866,0.095,0.1919,0.1086,0.0609,0.029,0.0132,0.0319,0.0187,0.0825,0.0216,1,39014.4,45581.3,140974.5,93471.9,188728.7,133473.9,598593.4,355966.8,6514954.300000001,1569100.2,1019560.8,405666.2,212739,0.7139,0.9175,0.2866,0.095,0.1919,0.1086,0.0609,0.029,0.0132,0.0319,0.0187,0.0825,0.0216,19063213970,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1983,989000,3627.1,930.8,2525.7,170.6,238.7,189.6,3.5,18.3,27.3,35872,9206,24979,1687,2361,1875,35,181,270,231207.4,387604,362852,1,0.7128,0.9211,0.289,0.101,0.1884,0.1088,0.0563,0.0283,0.0102,0.0274,0.0167,0.0789,0.0222,1,41176,48376.3,150259.1,105026.9,195894.5,141431.4,585242.4,367742.8,5312689.600000001,1423111.2,964191.2,410060.1,231207.4,0.7128,0.9211,0.289,0.101,0.1884,0.1088,0.0563,0.0283,0.0102,0.0274,0.0167,0.0789,0.0222,20152727062,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1984,1001000,3436.4,874.2,2411.4,150.7,235.3,188.8,3.4,18.7,24.4,34398,8751,24138,1509,2355,1890,34,187,244,246070.4,395548,368546,1,0.6974,0.9083,0.3061,0.1007,0.2053,0.1124,0.0675,0.0314,0.0139,0.0352,0.0204,0.0917,0.0238,1,40103.7,47483.3,158436.2,104262.7,212520.1,145432.3,698313.1000000001,406522.4,7191174,1819962.1,1174225.8,474766.2,246070.4,0.6974,0.9083,0.3061,0.1007,0.2053,0.1124,0.0675,0.0314,0.0139,0.0352,0.0204,0.0917,0.0238,20472040520,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1985,1005000,3673.2,887.3,2604,182,234.8,186.8,2.2,19.1,26.8,36916,8917,26170,1829,2360,1877,22,192,269,262164,405478,368102,1,0.6869,0.8975,0.315,0.0982,0.2166,0.1135,0.077,0.035,0.0168,0.0416,0.0243,0.1025,0.0252,1,39749.2,47215,164039.5,102330,225610.9,147770,802418.1000000001,455872.3,8771758.5,2165214.4,1407256.1,533677.1,262164,0.6869000000000001,0.8975000000000001,0.315,0.0982,0.2166,0.1135,0.077,0.035,0.0168,0.0416,0.0243,0.1025,0.0252,21117144570,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1986,1003000,3984.4,1003.5,2799.7,181.3,222.5,178,3.2,20,21.3,39964,10065,28081,1818,2232,1785,32,201,214,276412.8,412127,365805,1,0.6766,0.8853,0.3301,0.0985,0.2309,0.1136,0.0878,0.0388,0.0192,0.0476,0.0274,0.1147,0.0258,1,40206.7,47823,176529.2,105388.6,246970.2,151906.8,939532.4,518628.2,10270860.5,2546898.7,1625884.2,613391.8,276412.8,0.6766,0.8853000000000001,0.3301,0.0985,0.2309,0.1136,0.0878,0.0388,0.0192,0.0476,0.0274,0.1147,0.0258,22040030926,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1987,998000,3942.1,976.8,2797.9,167.4,214.2,169.3,3.1,17.5,24.2,39342,9748,27923,1671,2138,1690,31,175,242,258726,403621,377978,1,0.695,0.9112,0.3099,0.1036,0.2059,0.115,0.0634,0.0326,0.01,0.0297,0.0191,0.0888,0.0246,1,40578.9,48364.5,162817,108884.6,216349.3,151040.5,666706.6000000001,428609.3,5266949.9,1562546.3,1116660.9,466581.1,258726,0.6950000000000001,0.9112,0.3099,0.1036,0.2059,0.115,0.0634,0.0326,0.01,0.0297,0.0191,0.0888,0.0246,21208901527,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1988,999000,3738.2,870,2692,176.3,234.7,193,3.6,17.9,20.2,37345,8691,26893,1761,2345,1928,36,179,202,291720.9,412512,391193,1,0.6772,0.8889,0.3295,0.1,0.2289,0.115,0.0835,0.039,0.016,0.0431,0.0263,0.1111,0.0265,1,41388.2,49387.9,181252.1,110027.2,251788.5,158083.2,918631.1,535948.3,8814880.3,2369029.6,1605080.3,610845.9,291720.9,0.6772,0.8889,0.3295,0.1,0.2289,0.115,0.0835,0.039,0.016,0.0431,0.0263,0.1111,0.0265,22689182991,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1989,1014000,3676.3,872.1,2645.5,158.8,254.6,213.8,2.6,23.3,15,37278,8843,26825,1610,2582,2168,26,236,152,309601.5,422061,409201,1,0.6668,0.8893,0.3379,0.1039,0.2336,0.121,0.0822,0.0396,0.0154,0.0415,0.0255,0.1107,0.0278,1,41254.8,50021.9,188157,115673.7,260175.3,168432.8,914956.4,551355.1,8573733.5,2312445.9,1580629.7,616191.7000000001,309601.5,0.6668000000000001,0.8893000000000001,0.3379,0.1039,0.2336,0.121,0.0822,0.0396,0.0154,0.0415,0.0255,0.1107,0.0278,23501872016,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1990,1006749,3781.4,813.2,2802.7,165.5,275.7,230.7,2.7,27.3,15,38069,8187,28216,1666,2776,2323,27,275,151,312861.7,432112,427628,1,0.6567,0.8898,0.3434,0.1088,0.2345,0.1243,0.0823,0.0407,0.0155,0.0416,0.0262,0.1102,0.0278,1,41020.10000000001,50533.10000000001,193041.4,122381.8,263718.1,174764.4,925676.4,571663.7000000001,8725276.6,2341540.6,1633626.4,619373.6,312861.7,0.6567000000000001,0.8898,0.3434,0.1088,0.2345,0.1243,0.0823,0.0407,0.0155,0.0416,0.0262,0.1102,0.0278,24293991206,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1991,1039000,3905.5,826,2901.2,178.3,290.3,238.9,1.8,28.9,20.7,40578,8582,30143,1853,3016,2482,19,300,215,300408.7,451445,445230,1,0.6505,0.8963,0.3493,0.1155,0.234,0.1303,0.0757,0.0389,0.013,0.0368,0.0238,0.1037,0.028,1,38822.5,48629.9,187590,124095,251335.5,175018,813104.5,521890.2,6988593.600000001,1976153.4,1418787.5,556748.7000000001,300408.7,0.6505000000000001,0.8963000000000001,0.3493,0.1155,0.234,0.1303,0.0757,0.0389,0.013,0.0368,0.0238,0.1037,0.028,24247586409,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1992,1067000,3714.7,743.6,2813.8,157.4,281.4,224.7,3.5,31.8,21.5,39636,7934,30023,1679,3003,2398,37,339,229,324114.8,462904,461326,1,0.6333,0.8764,0.3666,0.1123,0.2544,0.1308,0.0945,0.0434,0.0209,0.051,0.0301,0.1236,0.0291,1,39154.7,49258.7,203997.1,124935.7,283123.7,181993.6,1051112.3,604229.6,11641980.1,2838852.8,1860788.8,687609.1000000001,324114.8,0.6333000000000001,0.8764000000000001,0.3666,0.1123,0.2544,0.1308,0.0945,0.0434,0.0209,0.051,0.0301,0.1236,0.0291,25756999758,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1993,1099000,3563.3,668.8,2711.1,183.4,281.8,226.7,2.9,35.3,16.9,39161,7350,29795,2016,3097,2491,32,388,186,335085.3,471792,468361,1,0.6445,0.883,0.3556,0.1079,0.2477,0.1307,0.088,0.0418,0.0183,0.0461,0.0278,0.117,0.029,1,41407.10000000001,51574.8,205631.7,124801.3,286422.4,188911.3,1018003.9,604968.1,10572913.9,2668115.3,1788421.2,676603.5,335085.3,0.6445000000000001,0.883,0.3556,0.1079,0.2477,0.1307,0.088,0.0418,0.0183,0.0461,0.0278,0.117,0.029,27281442955,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1994,1133000,3791.2,719.1,2877.1,195.1,285.8,235.9,3.5,27.9,18.4,42954,8147,32597,2210,3238,2673,40,316,209,348532.7,484795,483062,1,0.647,0.8841,0.3531,0.106,0.2471,0.1313,0.0862,0.0417,0.0171,0.0444,0.0273,0.1159,0.0296,1,42283,52527,207708.9,124699.1,290696.3,193009,1014406.8,613631,10052905.9,2612606.8,1782989.5,681547.1000000001,348532.7,0.647,0.8841,0.3531,0.106,0.2471,0.1313,0.0862,0.0417,0.0171,0.0444,0.0273,0.1159,0.0296,28514299464,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
Idaho,1995,1163000,4079.4,779.8,3057.6,242,322,265.5,4.1,28.4,24,47444,9069,35560,2815,3745,3088,48,330,279,370301.5,507033,494938,1,0.6342,0.8758,0.3659,0.1081,0.2578,0.1337,0.0931,0.0445,0.0185,0.0485,0.0301,0.1242,0.031,1,42063.7,52813.8,218453.7,129016.3,307847.3,199546.6,1111851.6,664621.2000000001,11031367.6,2896941.3,1993286.7,741147.8,370301.5,0.6342,0.8758,0.3659,0.1081,0.2578,0.1337,0.0931,0.0445,0.0185,0.0485,0.0301,0.1242,0.031,30268405949,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,156,77,NA,NA,NA,NA,NA
